Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance
RIOCIGUAT,RIOCIGUAT,https://pubchem.ncbi.nlm.nih.gov/compound/11304743,FEATURED,625115-55-1,,COMPOUND
RISEDRONIC_ACID,RISEDRONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5245,FEATURED,105462-24-6,,COMPOUND
RISPERIDONE,RISPERIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/5073,FEATURED,106266-06-2,,COMPOUND
RITODRINE,RITODRINE,https://pubchem.ncbi.nlm.nih.gov/compound/688570,FEATURED,26652-09-5,,COMPOUND
RITONAVIR,RITONAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/392622,FEATURED,155213-67-5,,COMPOUND
RITUXIMAB,RITUXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Rituximab,FEATURED,174722-31-7,,COMPOUND
RIVAROXABAN,RIVAROXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/9875401,FEATURED,366789-02-8,,COMPOUND
RIVASTIGMINE,RIVASTIGMINE,https://pubchem.ncbi.nlm.nih.gov/compound/77991,FEATURED,123441-03-2,,COMPOUND
RIZATRIPTAN,RIZATRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/5078,FEATURED,"144034-80-0, 145202-66-0",,COMPOUND
ROCURONIUM_BROMIDE,ROCURONIUM BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/441351,FEATURED,119302-91-9,,COMPOUND
ROFECOXIB,ROFECOXIB,https://pubchem.ncbi.nlm.nih.gov/compound/5090,FEATURED,162011-90-7,186912-82-3,COMPOUND
ROFLUMILAST,ROFLUMILAST,https://pubchem.ncbi.nlm.nih.gov/compound/449193,FEATURED,162401-32-3,,COMPOUND
ROLAPITANT,ROLAPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/10311306,FEATURED,552292-08-7,,COMPOUND
ROMIDEPSIN,ROMIDEPSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5352062,FEATURED,128517-07-7,,COMPOUND
ROMIPLOSTIM,ROMIPLOSTIM,https://pubchem.ncbi.nlm.nih.gov/compound/Romiplostim,FEATURED,267639-76-9,847595-08-8,COMPOUND
ROPINIROLE,ROPINIROLE,https://pubchem.ncbi.nlm.nih.gov/compound/5095,FEATURED,91374-21-9,,COMPOUND
ROPIVACAINE,ROPIVACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/175805,FEATURED,"84057-95-4, 98626-61-0",,COMPOUND
ROSANILINE,ROSANILINE,https://pubchem.ncbi.nlm.nih.gov/compound/12447,FEATURED,"632-99-5, 58969-01-0","147299-78-3, 8053-09-6, 884244-75-1, 18634-80-5, 147299-78-3, 18634-80-5, 8053-09-6, 884244-75-1, 8053-09-6, 884244-75-1",COMPOUND
ROSA_CANINA,ROSA CANINA,https://pubchem.ncbi.nlm.nih.gov/compound/Rosa%20canina%20flower,FEATURED,84696-47-9,,COMPOUND
ROSE_BENGAL,ROSE BENGAL,https://pubchem.ncbi.nlm.nih.gov/compound/25474,RELEVANT,"11121-48-5, 152-74-9, 4159-77-7",,COMPOUND
ROSIGLITAZONE,ROSIGLITAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/77999,FEATURED,122320-73-4,,COMPOUND
ROSMARINUS_OFFICINALIS,ROSMARINUS OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/65126,RELEVANT,3650-09-7,,COMPOUND
ROSUVASTATIN,ROSUVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/446157,FEATURED,287714-41-4,1354641-86-3,COMPOUND
ROTIGOTINE,ROTIGOTINE,https://pubchem.ncbi.nlm.nih.gov/compound/59227,FEATURED,99755-59-6,,COMPOUND
ROYAL_JELLY,ROYAL JELLY,https://pubchem.ncbi.nlm.nih.gov/compound/Royal%20Jelly,FEATURED,8031-67-2,,COMPOUND
RUBUS_FRUTICOSUS,RUBUS FRUTICOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/483932788,RELEVANT,N/A,,SUBSTANCE
RUBUS_IDAEUS,RUBUS IDAEUS,https://pubchem.ncbi.nlm.nih.gov/substance/441077340,RELEVANT,N/A,,SUBSTANCE
RUCAPARIB,RUCAPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/9931954,FEATURED,283173-50-2,,COMPOUND
RUFINAMIDE,RUFINAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/129228,FEATURED,106308-44-5,,COMPOUND
RUMEX_ACETOSA,RUMEX ACETOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482022876,RELEVANT,N/A,,SUBSTANCE
RUMEX_CRISPUS,RUMEX CRISPUS,https://pubchem.ncbi.nlm.nih.gov/compound/Rumex%20Crispus,FEATURED,N/A,,COMPOUND
RURIOCTOCOG_ALFA_PEGOL,RURIOCTOCOG ALFA PEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/86278357,FEATURED,1417412-83-9,,COMPOUND
RUTA_GRAVEOLENS,RUTA GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/483935559,RELEVANT,N/A,,SUBSTANCE
RUTOSIDE,RUTOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5280805,FEATURED,153-18-4,"115888-40-9, 1416-01-9, 146525-66-8, 158560-09-9, 164535-43-7, 18449-50-8, 48197-72-4, 56764-99-9, 523994-24-3, 1296849-98-3, 115888-40-9, 1296849-98-3, 1416-01-9, 146525-66-8, 158560-09-9, 164535-43-7, 18449-50-8, 48197-72-4, 523994-24-3, 56764-99-9, 56764-99-9, 158560-09-9, 115888-40-9, 48197-72-4, 146525-66-8, 1296849-98-3, 523994-24-3, 18449-50-8, 164535-43-7",COMPOUND
RUXOLITINIB,RUXOLITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/25126798,FEATURED,941678-49-5,1138325-12-8,COMPOUND
SACCHARIN,SACCHARIN,https://pubchem.ncbi.nlm.nih.gov/compound/5143,FEATURED,81-07-2,"126987-83-5, 474-91-9, 61255-27-4, 890126-34-8, 61255-27-4, 126987-83-5, 474-91-9, 890126-34-8",COMPOUND
SACCHAROMYCES_BOULARDII,SACCHAROMYCES BOULARDII,https://pubchem.ncbi.nlm.nih.gov/substance/483928085,RELEVANT,N/A,,SUBSTANCE
SACCHAROMYCES_CEREVISIAE,SACCHAROMYCES CEREVISIAE,https://pubchem.ncbi.nlm.nih.gov/compound/122121,RELEVANT,554-62-1,,COMPOUND
SACROSIDASE,SACROSIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/Sacrosidase,FEATURED,85897-35-4,,COMPOUND
SACUBITRIL,SACUBITRIL,https://pubchem.ncbi.nlm.nih.gov/compound/9811834,FEATURED,149709-62-6,,COMPOUND
SAFINAMIDE,SAFINAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/131682,FEATURED,133865-89-1,,COMPOUND
SALBUTAMOL,SALBUTAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/2083,FEATURED,18559-94-9,35763-26-9,COMPOUND
SALCAPROZIC_ACID,SALCAPROZIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/158789,FEATURED,183990-46-7,,COMPOUND
SALCATONIN,SALCATONIN,https://pubchem.ncbi.nlm.nih.gov/compound/16220016,RELEVANT,"9007-12-9, 47931-85-1",,COMPOUND
SALICYLAMIDE,SALICYLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5147,FEATURED,65-45-2,,COMPOUND
SALICYLANILIDE,SALICYLANILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6872,FEATURED,87-17-2,,COMPOUND
SALICYLIC_ACID,SALICYLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/338,FEATURED,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8",COMPOUND
SALIX_ALBA,SALIX ALBA,https://pubchem.ncbi.nlm.nih.gov/substance/483930683,RELEVANT,N/A,,SUBSTANCE
SALIX_MATSUDANA,SALIX MATSUDANA,https://pubchem.ncbi.nlm.nih.gov/substance/482023056,RELEVANT,N/A,,SUBSTANCE
SALMETEROL,SALMETEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5152,FEATURED,89365-50-4,,COMPOUND
SALMON,SALMON,"https://pubchem.ncbi.nlm.nih.gov/compound/Salmon,%20unspecified",FEATURED,N/A,,COMPOUND
SALSALATE,SALSALATE,https://pubchem.ncbi.nlm.nih.gov/compound/5161,FEATURED,552-94-3,2087491-28-7,COMPOUND
SALVIA_OFFICINALIS,SALVIA OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/Salvia%20Officinalis,FEATURED,N/A,,COMPOUND
SALVIA_SCLAREA,SALVIA SCLAREA,https://pubchem.ncbi.nlm.nih.gov/compound/Clary%20sage,FEATURED,"84775-83-7, 977051-94-7",,COMPOUND
SAMARIUM_(153SM)_LEXIDRONAM,SAMARIUM (153SM) LEXIDRONAM,https://pubchem.ncbi.nlm.nih.gov/compound/76962714,FEATURED,122575-21-7,154427-83-5,COMPOUND
SAMARIUM_(153_SM)_LEXIDRONAM,SAMARIUM (153 SM) LEXIDRONAM,https://pubchem.ncbi.nlm.nih.gov/compound/76962714,FEATURED,122575-21-7,154427-83-5,COMPOUND
SAMBUCUS_NIGRA,SAMBUCUS NIGRA,https://pubchem.ncbi.nlm.nih.gov/compound/131751786,RELEVANT,N/A,,COMPOUND
SANGUINARIA_CANADENSIS,SANGUINARIA CANADENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/483924627,RELEVANT,N/A,,SUBSTANCE
SAPROPTERIN,SAPROPTERIN,https://pubchem.ncbi.nlm.nih.gov/compound/135398654,FEATURED,62989-33-7,"27070-47-9, 79493-88-2, 129443-84-1, 79493-88-2, 27070-47-9, 129443-84-1, 27070-47-9",COMPOUND
SAQUINAVIR,SAQUINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/441243,FEATURED,127779-20-8,131176-13-1,COMPOUND
SARECYCLINE,SARECYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/Sarecycline,FEATURED,1035654-66-0,,COMPOUND
SARGRAMOSTIM,SARGRAMOSTIM,https://pubchem.ncbi.nlm.nih.gov/compound/Sargramostim,FEATURED,"83869-56-1, 123774-72-1",,COMPOUND
SARILUMAB,SARILUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Sarilumab,FEATURED,1189541-98-7,,COMPOUND
SARRACENIA_PURPUREA,SARRACENIA PURPUREA,https://pubchem.ncbi.nlm.nih.gov/compound/Sarracenia%20purpurea%20whole,FEATURED,N/A,,COMPOUND
SASSAFRAS_OFFICINALE,SASSAFRAS OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/483930500,RELEVANT,N/A,,SUBSTANCE
SAXAGLIPTIN,SAXAGLIPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/11243969,FEATURED,"361442-04-8, 945667-22-1",,COMPOUND
SCARLET_RED,SCARLET RED,https://pubchem.ncbi.nlm.nih.gov/compound/62330,FEATURED,85-83-6,"104270-03-3, 12000-52-1, 8023-29-8, 86702-99-0, 96510-86-0, 208266-18-6, 104270-03-3, 12000-52-1, 208266-18-6, 8023-29-8, 86702-99-0, 96510-86-0, 208266-18-6, 96510-86-0, 8023-29-8, 86702-99-0, 12000-52-1, 104270-03-3",COMPOUND
SCHISANDRA_CHINENSIS,SCHISANDRA CHINENSIS,https://pubchem.ncbi.nlm.nih.gov/compound/3001664,RELEVANT,7432-28-2,,COMPOUND
SCHIZANDRA,SCHIZANDRA,https://pubchem.ncbi.nlm.nih.gov/substance/404771780,RELEVANT,N/A,,SUBSTANCE
SCHIZOCHYTRIUM,SCHIZOCHYTRIUM,https://pubchem.ncbi.nlm.nih.gov/substance/482021001,RELEVANT,N/A,,SUBSTANCE
SCHIZONEPETA,SCHIZONEPETA,https://pubchem.ncbi.nlm.nih.gov/substance/482026317,RELEVANT,N/A,,SUBSTANCE
SCHOENOCAULON_OFFICINALIS,SCHOENOCAULON OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/substance/482021542,RELEVANT,N/A,,SUBSTANCE
SCOPOLAMINE,SCOPOLAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Scopolamine,FEATURED,"51-34-3, 114-49-8","58670-87-4, 14797-94-5, 97991-84-9, 65319-33-7, 28901-63-5, 226562-00-1, 226562-00-1, 58670-87-4, 28901-63-5, 97991-84-9, 65319-33-7",COMPOUND
SCOPOLAMINE_BUTYL_HYDROXIDE,SCOPOLAMINE BUTYL HYDROXIDE,https://pubchem.ncbi.nlm.nih.gov/substance/318160459,RELEVANT,N/A,,SUBSTANCE
SCOPOLAMINE_METHYL_HYDROXIDE,SCOPOLAMINE METHYL HYDROXIDE,N/A,Not Found,N/A,N/A,N/A
SCROPHULARIA_NODOSA,SCROPHULARIA NODOSA,https://pubchem.ncbi.nlm.nih.gov/compound/Scrophularia%20Nodosa,FEATURED,N/A,,COMPOUND
SCUTELLARIA,SCUTELLARIA,https://pubchem.ncbi.nlm.nih.gov/compound/156595888,RELEVANT,N/A,,COMPOUND
SEA_SALT,SEA SALT,https://pubchem.ncbi.nlm.nih.gov/compound/sea%20salt,FEATURED,N/A,,COMPOUND
SEA_WATER,SEA WATER,https://pubchem.ncbi.nlm.nih.gov/compound/Sea%20water,FEATURED,N/A,,COMPOUND
SEBELIPASE_ALFA,SEBELIPASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Sebelipase%20Alfa,FEATURED,1276027-63-4,,COMPOUND
SECBUTABARBITAL,SECBUTABARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2479,FEATURED,125-40-6,97164-73-3,COMPOUND
SECNIDAZOLE,SECNIDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/71815,FEATURED,3366-95-8,,COMPOUND
SECOBARBITAL,SECOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/5193,FEATURED,76-73-3,29071-21-4,COMPOUND
SECRETIN,SECRETIN,https://pubchem.ncbi.nlm.nih.gov/compound/Secretin,FEATURED,1393-25-5,9002-77-1,COMPOUND
SECUKINUMAB,SECUKINUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Secukinumab,FEATURED,"1229022-83-6, 875356-43-7",875356-43-7,COMPOUND
SELEGILINE,SELEGILINE,https://pubchem.ncbi.nlm.nih.gov/compound/26757,FEATURED,14611-51-9,172964-89-5,COMPOUND
SELENIC_ACID,SELENIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1089,FEATURED,"7783-08-6, 14124-68-6","141676-86-0, 63090-47-1, 1177580-12-9, 2225846-52-4, 1177580-12-9, 141676-86-0, 2225846-52-4, 63090-47-1, 63090-47-1",COMPOUND
SELENIOUS_ACID,SELENIOUS ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1091,FEATURED,"7783-00-8, 14124-67-5","11140-60-6, 1408288-83-4, 2225846-51-3, 11140-60-6, 1408288-83-4, 2225846-51-3, 2771671-88-4, 1408288-83-4",COMPOUND
SELENIUM,SELENIUM,https://pubchem.ncbi.nlm.nih.gov/compound/6326970,FEATURED,"7782-49-2, 7783-07-5","11125-23-8, 11133-88-3, 12640-29-8, 12640-30-1, 12641-96-2, 12733-65-2, 37256-19-2, 37258-85-8, 37276-15-6, 37368-02-8, 50954-17-1, 51882-60-1, 95788-45-7, 37256-19-2, 95788-45-7, 51882-60-1, 12640-30-1, 50954-17-1, 11133-88-3, 37368-02-8, 11125-23-8, 12640-29-8, 37276-15-6, 12641-96-2, 37258-85-8, 12733-65-2",COMPOUND
SELENOMETHIONINE,SELENOMETHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/15103,FEATURED,"1464-42-2, 2578-28-1",2578-28-1,COMPOUND
SELENOMETHIONINE_(75SE),SELENOMETHIONINE (75SE),https://pubchem.ncbi.nlm.nih.gov/compound/66254,FEATURED,1187-56-0,,COMPOUND
SELEXIPAG,SELEXIPAG,https://pubchem.ncbi.nlm.nih.gov/compound/9913767,FEATURED,475086-01-2,,COMPOUND
SELINUM_MONNIERI,SELINUM MONNIERI,https://pubchem.ncbi.nlm.nih.gov/substance/482036902,RELEVANT,N/A,,SUBSTANCE
SEMAGLUTIDE,SEMAGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/56843331,FEATURED,910463-68-2,910463-93-3,COMPOUND
SENNA,SENNA,https://pubchem.ncbi.nlm.nih.gov/compound/5199,FEATURED,"517-43-1, 81-27-6, 85085-71-8",,COMPOUND
SENNOSIDES_A&B,SENNOSIDES A&B,https://pubchem.ncbi.nlm.nih.gov/compound/73111,RELEVANT,"8013-11-4, 81-27-6",26926-11-4,COMPOUND
SEPIA_OFFICINALIS,SEPIA OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/6325610,RELEVANT,8049-97-6,,COMPOUND
SERENOA_REPENS,SERENOA REPENS,https://pubchem.ncbi.nlm.nih.gov/substance/482022325,RELEVANT,N/A,,SUBSTANCE
SERINE,SERINE,https://pubchem.ncbi.nlm.nih.gov/compound/5951,FEATURED,"56-45-1, 6898-95-9","6898-95-9, 154605-73-9, 154605-73-9, 6898-95-9",COMPOUND
SERMORELIN,SERMORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/16129620,FEATURED,86168-78-7,,COMPOUND
SEROTONIN,SEROTONIN,https://pubchem.ncbi.nlm.nih.gov/compound/5202,FEATURED,50-67-9,,COMPOUND
SERTACONAZOLE,SERTACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/65863,FEATURED,99592-32-2,,COMPOUND
SERTRALINE,SERTRALINE,https://pubchem.ncbi.nlm.nih.gov/compound/68617,FEATURED,"79617-96-2, 79617-95-1",,COMPOUND
SESAMUM_ORIENTALE,SESAMUM ORIENTALE,https://pubchem.ncbi.nlm.nih.gov/substance/482022340,RELEVANT,N/A,,SUBSTANCE
SEVELAMER,SEVELAMER,https://pubchem.ncbi.nlm.nih.gov/compound/Sevelamer,FEATURED,52757-95-6,"198342-66-4, 224313-14-8, 224313-14-8",COMPOUND
SEVOFLURANE,SEVOFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/5206,FEATURED,28523-86-6,,COMPOUND
SHARK_CARTILAGE,SHARK CARTILAGE,https://pubchem.ncbi.nlm.nih.gov/compound/Shark%20Cartilage,FEATURED,305838-77-1,,COMPOUND
SIAM_BENZOIN,SIAM BENZOIN,https://pubchem.ncbi.nlm.nih.gov/compound/8400,RELEVANT,"119-53-9, 9000-72-0, 8050-35-9, 9000-05-9, 579-44-2","579-44-2, 9000-73-1, 91845-21-5",COMPOUND
SIBUTRAMINE,SIBUTRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5210,FEATURED,106650-56-0,,COMPOUND
SILDENAFIL,SILDENAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/135398744,FEATURED,139755-83-2,,COMPOUND
SILICONE_OIL,SILICONE OIL,https://pubchem.ncbi.nlm.nih.gov/compound/5461123,RELEVANT,"7440-21-3, 12597-37-4","152284-21-4, 157383-37-4, 160371-18-6, 17375-03-0, 71536-23-7, 72516-01-9, 72516-02-0, 72516-03-1, 90337-93-2, 1616351-53-1, 152284-21-4, 157383-37-4, 160371-18-6, 1616351-53-1, 17375-03-0, 71536-23-7, 72516-01-9, 72516-02-0, 72516-03-1, 90337-93-2, 72516-02-0, 17375-03-0, 152284-21-4, 72516-03-1, 157383-37-4, 160371-18-6, 71536-23-7, 72516-01-9",COMPOUND
