Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS
,COOLING PAD,https://pubchem.ncbi.nlm.nih.gov/compound/338,91-84-9,102206-59-7
,COPANLISIB,https://pubchem.ncbi.nlm.nih.gov/compound/135565596,150-76-5,N/A
,COPPER,https://pubchem.ncbi.nlm.nih.gov/compound/697993,15015-80-2,N/A
,CORBADRINE,https://pubchem.ncbi.nlm.nih.gov/compound/164739,60-23-1,139720-70-0
,CORDIA SALICIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/482036743,50-44-2,"5759-99-9, 5818-33-7, 5818-60-0, 39454-94-9, 5818-33-7, 5818-60-0, 39454-94-9, 111079-50-6, 5759-99-9"
,CORDYCEPS SINENSIS SACC,https://pubchem.ncbi.nlm.nih.gov/substance/135302631,15829-53-5,1312-01-2
,CORIANDRUM SATIVUM,https://pubchem.ncbi.nlm.nih.gov/substance/486327351,7487-94-7,N/A
,CORTICORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/16132344,7783-36-0,N/A
,CORTICOTROPIN,https://pubchem.ncbi.nlm.nih.gov/compound/16132265,96036-03-2,N/A
,CORTISONE,https://pubchem.ncbi.nlm.nih.gov/compound/5865,123-30-8,"52985-09-8, 1309774-68-2, 1309774-68-2, 52985-09-8"
,CORYLUS AVELLANA,https://pubchem.ncbi.nlm.nih.gov/substance/483929244,3375-50-6,N/A
,CORYNEBACTERIUM DIPHTHERIAE TOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/135314880,5588-33-0,N/A
,COUGH AND COLD PREPARATIONS,https://pubchem.ncbi.nlm.nih.gov/compound/460,72-33-3,"53445-46-8, 43085-54-7"
,CRATAEGUS LAEVIGATA,https://pubchem.ncbi.nlm.nih.gov/substance/482036302,77-41-8,N/A
,CREAMS (BASIS),https://pubmed.ncbi.nlm.nih.gov/9379351,74536-44-0,N/A
,CREATINE,https://pubchem.ncbi.nlm.nih.gov/compound/586,54-49-9,N/A
,CREATININE,https://pubchem.ncbi.nlm.nih.gov/compound/588,1665-48-1,105801-80-7
,CREOSOTE,https://pubchem.ncbi.nlm.nih.gov/compound/460,108-78-1,"130392-03-9, 169314-62-9, 504-18-7, 65544-34-5, 67757-43-1, 68379-55-5, 70371-19-6, 94977-27-2, 1228929-27-8, 1399841-69-0, 1399841-71-4, 1399841-73-6, 1228929-27-8, 130392-03-9, 1399841-69-0, 1399841-71-4, 1399841-73-6, 169314-62-9, 504-18-7, 65544-34-5, 67757-43-1, 68379-55-5, 70371-19-6, 94977-27-2, 169314-62-9, 68379-55-5, 504-18-7, 94977-27-2, 67757-43-1, 65544-34-5, 130392-03-9, 1228929-27-8"
,CRISABOROLE,https://pubchem.ncbi.nlm.nih.gov/compound/44591583,62-51-1,2410-07-3
,CRIZOTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/11626560,76-99-3,297-88-1
,CROFELEMER,https://pubchem.ncbi.nlm.nih.gov/substance/482240043,537-46-2,"139-47-9, 1690-86-4, 14611-50-8, 45952-89-4, 45952-89-4, 1690-86-4, 14611-50-8"
,CROMOGLICIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2882,91-80-5,N/A
,CROTALUS HORRIDUS,https://pubchem.ncbi.nlm.nih.gov/substance/483930769,554-57-4,2101958-72-7
,CROTAMITON,https://pubchem.ncbi.nlm.nih.gov/compound/688020,N/A,N/A
,CRYOFLUORANE,https://pubchem.ncbi.nlm.nih.gov/compound/6429,63-68-3,"24425-78-3, 7005-18-7, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7, 1463610-75-4, 1437871-20-9, 1463481-46-0, 1463481-06-2, 1437749-60-4, 1463481-23-3, 1463481-58-4, 1437749-80-8, 1463481-19-7, 1437870-95-5, 1463481-37-9, 1463481-89-1, 7005-18-7, 24425-78-3, 1437749-65-9, 1437749-32-0, 1437749-75-1, 1437870-94-4, 1437769-00-0, 1463481-73-3, 1437870-97-7, 1463481-15-3, 1437870-98-8, 1463481-51-7, 1463610-76-5, 1463481-80-2, 1463481-41-5, 1463481-31-3, 1463481-27-7, 1466415-57-5"
,CRYPTHECODINIUM COHNII,https://pubchem.ncbi.nlm.nih.gov/substance/482036428,532-03-6,145308-03-8
,CRYPTOXANTHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281235,151-83-7,"18652-93-2, 115621-33-5, 7187-72-6, 7187-72-6, 18652-93-2, 115621-33-5"
,CRYSTAL VIOLET,https://pubchem.ncbi.nlm.nih.gov/compound/11057,59-05-2,1082707-84-3
,CUCUMIS SATIVUS,https://pubchem.ncbi.nlm.nih.gov/compound/24721411,390-28-3,N/A
,CUCURBITA PEPO,https://pubchem.ncbi.nlm.nih.gov/substance/482036388,298-81-7,12692-94-3
,CUPRESSUS SEMPERVIRENS,https://pubchem.ncbi.nlm.nih.gov/substance/482035919,N/A,N/A
,CURCUMA LONGA,https://pubchem.ncbi.nlm.nih.gov/compound/969516,135-07-9,N/A
,CURCUMIN,N/A,33320-16-0,N/A
,CYANOCOBALAMIN,https://pubchem.ncbi.nlm.nih.gov/compound/5311498,134-20-3,N/A
,CYCLANDELATE,https://pubchem.ncbi.nlm.nih.gov/compound/2893,25155-18-4,N/A
,CYCLIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/6726,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
,CYCLOBENZAPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/2895,555-30-6,"133161-54-3, 1339-75-9, 4290-08-8, 88620-56-8, 779-08-8, 133161-54-3, 1339-75-9, 4290-08-8, 779-08-8, 88620-56-8, 133161-54-3, 4290-08-8, 1339-75-9, 779-08-8"
,CYCLOMETHICONE,https://pubchem.ncbi.nlm.nih.gov/compound/10913,555-30-6,"133161-54-3, 1339-75-9, 4290-08-8, 88620-56-8, 779-08-8, 133161-54-3, 1339-75-9, 4290-08-8, 779-08-8, 88620-56-8, 133161-54-3, 4290-08-8, 1339-75-9, 779-08-8"
,CYCLOPENTASILOXANE,https://pubchem.ncbi.nlm.nih.gov/compound/10913,548-62-9,"23355-47-7, 7077-31-8, 7077-31-8"
,CYCLOPENTOLATE,https://pubchem.ncbi.nlm.nih.gov/compound/2905,113-42-8,"479-03-8, 78207-86-0, 29477-86-9, 29589-73-9"
,CYCLOPHOSPHAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2907,31690-09-2,150950-03-1
,CYCLOSERINE,N/A,73232-52-7,N/A
,CYNARA SCOLYMUS,https://pubchem.ncbi.nlm.nih.gov/substance/483934221,99-76-3,"1000398-37-7, 156291-94-0, 58339-84-7, 1000398-37-7, 58339-84-7"
,CYPROHEPTADINE,https://pubchem.ncbi.nlm.nih.gov/compound/2913,113-45-1,N/A
,CYSTEINE,https://pubchem.ncbi.nlm.nih.gov/compound/5862,50-06-6,"11097-06-6, 46755-67-3"
,CYSTINE,https://pubchem.ncbi.nlm.nih.gov/compound/5862,50-02-2,"137098-19-2, 8054-59-9, 906422-84-2, 1050677-47-8, 906362-70-7, 1050677-47-8, 137098-19-2, 8054-59-9, 906362-70-7, 906422-84-2, 8054-59-9, 137098-19-2, 1050677-47-8, 906422-84-2"
,CYSTOSEIRA CANARIENSIS,https://pubmed.ncbi.nlm.nih.gov/14570155,58-18-4,"1300-17-0, 31745-24-1, 1050679-28-1, 1050679-28-1, 1300-17-0, 31745-24-1"
,CYTARABINE,https://pubchem.ncbi.nlm.nih.gov/compound/6253,N/A,N/A
,D-LACTIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/61503,111-77-3,1552323-12-2
,DABIGATRAN ETEXILATE,https://pubchem.ncbi.nlm.nih.gov/compound/135565674,361-37-5,"746-51-0, 2016-33-3, 156558-44-0, 29987-97-1, 47478-64-8"
,DABRAFENIB,https://pubchem.ncbi.nlm.nih.gov/compound/44462760,22664-55-7,38202-74-3
,DACARBAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/674,672-87-7,"23239-48-7, 5380-13-2"
,DACLATASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/25154714,364-62-5,N/A
,DACLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101586,17560-51-9,N/A
,DACOMITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/11511120,51384-51-1,"54163-88-1, 37350-58-6, 54163-88-1"
,DACTINOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/457193,N/A,N/A
,DACTYLIS GLOMERATA,https://pubchem.ncbi.nlm.nih.gov/substance/483932145,443-48-1,N/A
,DACTYLOPIUS COCCUS,https://pubchem.ncbi.nlm.nih.gov/substance/482037044,54-36-4,37245-80-0
,DALBAVANCIN,https://pubchem.ncbi.nlm.nih.gov/compound/16134627,576-26-1,"28449-96-9, 50356-22-4, 1363408-62-1, 1363408-62-1, 28449-96-9, 50356-22-4, 50356-22-4, 1363408-62-1"
,DALFOPRISTIN,https://pubchem.ncbi.nlm.nih.gov/compound/6323289,51481-65-3,N/A
,DALTEPARIN SODIUM,https://pubchem.ncbi.nlm.nih.gov/substance/440790513,116644-53-2,N/A
,DAMOCTOCOG ALFA PEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/86278352,235114-32-6,N/A
,DANAPAROID,https://pubchem.ncbi.nlm.nih.gov/substance/7979021,22916-47-8,75319-47-0
,DANAZOL,https://pubchem.ncbi.nlm.nih.gov/compound/28417,N/A,N/A
,DANTROLENE,https://pubchem.ncbi.nlm.nih.gov/compound/6914273,59467-70-8,N/A
,DANTRON,https://pubchem.ncbi.nlm.nih.gov/compound/2950,42794-76-3,97476-58-9
,DAPAGLIFLOZIN,https://pubchem.ncbi.nlm.nih.gov/compound/9887712,120685-11-2,N/A
,DAPIPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3033538,84371-65-3,"122742-25-0, 83203-42-3"
,DAPSONE,https://pubchem.ncbi.nlm.nih.gov/compound/2955,72432-03-2,N/A
,DAPTOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/21585658,72599-27-0,134282-77-2
,DARATUMUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469691026,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
,DARBEPOETIN ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/440790648,N/A,N/A
,DARIFENACIN,https://pubchem.ncbi.nlm.nih.gov/compound/444031,78415-72-2,N/A
,DARUNAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/213039,58066-85-6,93597-88-7
,DASABUVIR,https://pubchem.ncbi.nlm.nih.gov/compound/56640146,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
,DASATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/3062316,10118-90-8,"146440-73-5, 17175-40-5, 24058-90-0, 1071761-03-9, 17175-40-5"
,DAUCUS CAROTA,https://pubchem.ncbi.nlm.nih.gov/substance/482038571,38304-91-5,16317-69-4
,DAUNORUBICIN,https://pubchem.ncbi.nlm.nih.gov/compound/171548,629167-92-6,N/A
,DEANOL,https://pubchem.ncbi.nlm.nih.gov/compound/7902,223673-61-8,928324-05-4
,DECANOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2969,85650-52-8,"61337-67-5, 82601-27-2"
,DECITABINE,https://pubchem.ncbi.nlm.nih.gov/compound/451668,N/A,N/A
,DECONGESTANT RUBS,N/A,N/A,N/A
,DEFERASIROX,https://pubchem.ncbi.nlm.nih.gov/compound/214348,59122-46-2,"62015-39-8, 92999-98-9, 138284-96-5, 143913-16-0"
,DEFERIPRONE,https://pubchem.ncbi.nlm.nih.gov/compound/8369,50-07-7,"144085-53-0, 7481-68-7, 74349-48-7, 144085-53-0, 74349-48-7, 7481-68-7, 74349-48-7, 7481-68-7, 144085-53-0"
,DEFEROXAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2973,53-19-0,N/A
,DEFIBROTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/135565962,65271-80-9,"137635-96-2, 70945-62-9"
,DEFLAZACORT,https://pubchem.ncbi.nlm.nih.gov/compound/189821,133814-19-4,N/A
,DEGARELIX,https://pubchem.ncbi.nlm.nih.gov/compound/16136245,68693-11-8,112111-49-6
,DELAFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/487101,103775-10-6,N/A
,DELAVIRDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5625,N/A,N/A
,DEMECARIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5965,7416-34-4,65973-37-7
,DEMECLOCYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54680690,7439-89-6,"129048-51-7, 195161-83-2, 199281-22-6, 39344-71-3, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9, 161135-39-3, 190454-13-8, 443783-52-6, 675141-17-0, 1867181-06-3, 2230894-10-5, 490018-39-8, 129048-51-7, 161135-39-3, 1867181-06-3, 190454-13-8, 195161-83-2, 199281-22-6, 2230894-10-5, 39344-71-3, 443783-52-6, 490018-39-8, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9, 190454-13-8, 8011-79-8, 39344-71-3, 161135-39-3, 195161-83-2, 73135-38-3, 129048-51-7, 675141-17-0, 70884-35-4, 8053-60-9, 199281-22-6"
,DENILEUKIN DIFTITOX,https://pubchem.ncbi.nlm.nih.gov/substance/440791103,83919-23-7,N/A
,DENOSUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469691031,N/A,N/A
,DENTAL FLOSS,https://pubchem.ncbi.nlm.nih.gov/compound/24266,103-16-2,N/A
,DENTURE POWDER,https://pubmed.ncbi.nlm.nih.gov/30975019,79-11-8,N/A
,DEOXYCHOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/222528,2272-11-9,"14481-63-1, 663174-48-9, 663174-48-9"
,DEOXYRIBONUCLEASE- NATURAL,https://pubchem.ncbi.nlm.nih.gov/bioassay/287936,13537-32-1,N/A
,DERMAGRAFT-TC,https://pubmed.ncbi.nlm.nih.gov/9063788,158966-92-8,N/A
,DERMATOPHAGOIDES FARINAE,https://pubchem.ncbi.nlm.nih.gov/substance/483935755,31883-05-3,N/A
,DERMATOPHAGOIDES PTERONYSSINUS,https://pubchem.ncbi.nlm.nih.gov/substance/483935755,N/A,N/A
,DESERPIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/8550,N/A,N/A
,DESFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/180,57-27-2,"8053-16-5, 85201-37-2, 47106-99-0, 863713-90-0, 1325730-46-8"
,DESIPRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2995,N/A,N/A
,DESIRUDIN,https://pubchem.ncbi.nlm.nih.gov/compound/16129703,N/A,N/A
,DESLORATADINE,https://pubchem.ncbi.nlm.nih.gov/compound/124087,N/A,N/A
,DESMOPRESSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5311065,151096-09-2,195154-07-5
,DESOGESTREL,https://pubchem.ncbi.nlm.nih.gov/compound/40973,N/A,N/A
,DESONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5311066,N/A,N/A
,DESOXIMETASONE,https://pubchem.ncbi.nlm.nih.gov/compound/5311067,N/A,N/A
,DESVENLAFAXINE,https://pubchem.ncbi.nlm.nih.gov/compound/125017,N/A,N/A
,DEUTETRABENAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/6018,12650-69-0,62916-63-6
,DEXAMETHASONE,https://pubchem.ncbi.nlm.nih.gov/compound/5743,N/A,N/A
,DEXAMFETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5826,24280-93-1,N/A
,DEXBROMPHENIRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6834,24280-93-1,N/A
,DEXCHLORPHENIRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/33036,N/A,N/A
,DEXLANSOPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/9578005,N/A,N/A
,DEXMEDETOMIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5311068,529-44-2,N/A
,DEXMETHYLPHENIDATE,https://pubchem.ncbi.nlm.nih.gov/compound/154101,N/A,N/A
,DEXPANTHENOL,https://pubchem.ncbi.nlm.nih.gov/compound/131204,N/A,N/A
,DEXRAZOXANE,N/A,10102-43-9,"51005-20-0, 51005-21-1, 53851-19-7, 90452-29-2, 90452-29-2, 51005-20-0, 51005-21-1"
,DEXTRAN,https://pubchem.ncbi.nlm.nih.gov/compound/4125253,60-18-4,"140-43-2, 1991-85-1, 46209-14-7, 55520-40-6, 1207451-88-4, 2416148-26-8, 1207451-88-4, 140-43-2, 1991-85-1, 2416148-26-8, 46209-14-7, 55520-40-6, 55520-40-6, 1207451-88-4, 140-43-2, 46209-14-7"
,DEXTRANOMER,https://pubchem.ncbi.nlm.nih.gov/substance/472674632,97-78-9,"15535-18-9, 58392-41-9, 15535-18-9"
,DEXTRIN,https://pubchem.ncbi.nlm.nih.gov/compound/444041,525-79-1,"33446-70-7, 525-80-4, 525-80-4"
,DEXTROMETHORPHAN,https://pubchem.ncbi.nlm.nih.gov/compound/5360696,51022-71-0,N/A
,DEXTROPROPOXYPHENE,https://pubchem.ncbi.nlm.nih.gov/compound/10100,42924-53-8,N/A
,DEXTROTHYROXINE,https://pubchem.ncbi.nlm.nih.gov/compound/8730,53-84-9,"159929-29-0, 30429-30-2, 1083039-67-1, 1354693-98-3, 1083039-67-1, 1354693-98-3, 159929-29-0, 30429-30-2, 1354693-98-3, 30429-30-2, 159929-29-0"
,DIAGNOSTIC COLON IMAGING AGENT,https://pubchem.ncbi.nlm.nih.gov/bioassay/738689,220045-89-6,N/A
,DIASTASE,https://pubchem.ncbi.nlm.nih.gov/substance/49869225,76932-56-4,N/A
,DIATRIZOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2140,147-52-4,N/A
,DIAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/3016,65472-88-0,N/A
,DIAZOLIDINYL UREA,https://pubchem.ncbi.nlm.nih.gov/compound/62277,20594-83-6,N/A
,DIAZOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3019,916072-89-4,N/A
,DICHLORALPHENAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/10188,389-08-2,N/A
,DICHLOROACETIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6597,55096-26-9,N/A
,DICHLORODIFLUORO-METHANE,https://pubchem.ncbi.nlm.nih.gov/compound/6391,854601-70-0,N/A
,DICLOFENAC,https://pubchem.ncbi.nlm.nih.gov/compound/3033,465-65-6,N/A
,DICLOFENAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3038,16590-41-3,N/A
,DICLOXACILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/18381,434-22-0,"30598-74-4, 409336-73-8"
,DICOUMAROL,https://pubchem.ncbi.nlm.nih.gov/compound/54676038,86-87-3,"61913-11-9, 69072-67-9, 267410-73-1, 267410-73-1, 61913-11-9, 69072-67-9, 267410-73-1, 61913-11-9"
,DICYCLOVERINE,https://pubchem.ncbi.nlm.nih.gov/compound/3042,22204-53-1,N/A
,DIDANOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/135398641,121679-13-8,N/A
,DIENESTROL,https://pubchem.ncbi.nlm.nih.gov/compound/667476,50-02-2,"137098-19-2, 8054-59-9, 906422-84-2, 1050677-47-8, 906362-70-7, 1050677-47-8, 137098-19-2, 8054-59-9, 906362-70-7, 906422-84-2, 8054-59-9, 137098-19-2, 1050677-47-8, 906422-84-2"
,DIENOGEST,https://pubchem.ncbi.nlm.nih.gov/compound/68861,N/A,N/A
,DIETHYLSTILBESTROL,https://pubchem.ncbi.nlm.nih.gov/compound/448537,N/A,N/A
,DIETHYLTOLUAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4284,7681-93-8,N/A
,DIFENOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/34328,63-91-2,"10549-09-4, 3617-44-5, 5297-02-9, 67675-33-6, 801204-11-5, 2416148-28-0, 10549-09-4, 2416148-28-0, 3617-44-5, 5297-02-9, 67675-33-6, 801204-11-5, 10549-09-4, 5297-02-9, 801204-11-5, 3617-44-5"
,DIFLORASONE,https://pubchem.ncbi.nlm.nih.gov/compound/71414,99200-09-6,104365-59-5
,DIFLUNISAL,https://pubchem.ncbi.nlm.nih.gov/compound/3059,N/A,N/A
,DIFLUPREDNATE,https://pubchem.ncbi.nlm.nih.gov/compound/443936,69049-73-6,N/A
,DIGITOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/441207,83366-66-9,N/A
,DIGOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/2724385,121032-29-9,N/A
,DIGOXIN SPECIFIC ANTIBODY FRAGMENTS,https://pubchem.ncbi.nlm.nih.gov/substance/482026297,159989-65-8,N/A
,DIHYDROCODEINE,https://pubchem.ncbi.nlm.nih.gov/compound/5284371,119-04-0,"11025-81-3, 1393-86-8, 11013-50-6"
,DIHYDROERGOTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/10531,59-99-4,N/A
,DIHYDROERGOTOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/6420006,78281-72-8,N/A
,DIHYDROTACHYSTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5311071,N/A,N/A
,DIHYDROXYACETONE,https://pubchem.ncbi.nlm.nih.gov/compound/670,698387-09-6,736156-77-7
,DIHYDROXYALUMINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/16682987,124584-08-3,N/A
,DIIODOHYDROXYQUINOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/3728,1254032-66-0,1628418-15-4
,DILTIAZEM,https://pubchem.ncbi.nlm.nih.gov/compound/39186,290297-26-6,N/A
,DIMENHYDRINATE,https://pubchem.ncbi.nlm.nih.gov/compound/2519,129618-40-2,N/A
,DIMETHYLGLYCINE,https://pubchem.ncbi.nlm.nih.gov/compound/673,55985-32-5,N/A
,DIMETHYL FUMARATE,https://pubchem.ncbi.nlm.nih.gov/compound/637568,471-34-1,"114453-69-9, 137803-94-2, 146358-95-4, 166516-01-4, 172307-27-6, 180616-31-3, 39454-55-2, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 251358-28-8, 198352-33-9, 459411-10-0, 878759-26-3, 197809-38-4, 1312764-88-7, 1352815-51-0, 1437084-75-7, 148092-93-7, 1641572-50-0, 2222732-78-5, 1118543-25-1, 1883798-64-8, 1994316-62-9, 2390374-02-2, 2470702-35-1, 1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 2962051-70-1, 3018125-28-2, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 2358712-58-8, 2358714-65-3, 359415-48-8, 180616-31-3, 39454-55-2, 72608-12-9, 63660-97-9, 197809-38-4, 146358-95-4, 1437084-75-7, 114453-69-9, 878759-26-3, 1352815-51-0, 172307-27-6, 251358-28-8, 137803-94-2, 148092-93-7, 60083-79-6, 166516-01-4, 459411-10-0, 198352-33-9, 71060-88-3, 15187-75-4, 1317-65-3; 13397-26-7; 287389-46-2"
,DIMETHYL SULFONE,https://pubchem.ncbi.nlm.nih.gov/compound/6213,98-92-0,"123574-63-0, 37321-14-5, 78731-47-2, 123574-63-0, 78731-47-2"
,DIMETHYL SULFOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/679,54-11-5; 22083-74-5,"13890-81-8, 13890-82-9, 16760-37-5, 551-13-3, 6912-85-2, 551-13-3, 16760-37-5, 13890-82-9, 6912-85-2"
,DIMETICONE,https://pubchem.ncbi.nlm.nih.gov/compound/24705,59-67-6,"123574-58-3, 1580002-26-1"
,DINOPROSTONE,https://pubchem.ncbi.nlm.nih.gov/compound/5280360,21829-25-4,"101539-70-2, 101554-38-5, 11104-22-6, 101554-38-5"
,DINUTUXIMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101594,641571-10-0,N/A
,DIOSCOREA VILLOSA,https://pubchem.ncbi.nlm.nih.gov/substance/483931113,63612-50-0,N/A
,DIOSMIN,https://pubchem.ncbi.nlm.nih.gov/compound/10621,66085-59-4,N/A
,DIOXYBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/8569,656247-17-5,928326-83-4
,DIPHENHYDRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3102,1038915-60-4,N/A
,DIPHENOXYLATE,https://pubchem.ncbi.nlm.nih.gov/compound/13505,63675-72-9,N/A
,DIPHENYLPYRALINE,https://pubchem.ncbi.nlm.nih.gov/compound/3103,55981-09-4,N/A
,DIPIVEFRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3105,7697-37-2,"218625-70-8, 78989-43-2, 802862-59-5, 1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 807260-90-8, 2195414-73-2, 1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 218625-70-8, 2195414-73-2, 2732749-95-8, 78989-43-2, 802862-59-5, 807260-90-8, 78989-43-2, 218625-70-8, 1053657-18-3"
,DIPROPHYLLINE,https://pubchem.ncbi.nlm.nih.gov/compound/3182,59-87-0,"60051-85-6, 8027-71-2"
,DIPROPYLENEGLYCOL,https://pubchem.ncbi.nlm.nih.gov/compound/24752,67-20-9,N/A
,DIPYRIDAMOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3108,55-63-0,"105469-31-6, 80066-48-4, 8013-23-8, 9010-02-0, 100292-13-5, 100292-13-5, 105469-31-6, 80066-48-4, 8013-23-8, 9010-02-0, 9010-02-0, 105469-31-6, 8013-23-8, 100292-13-5"
,DIRITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/6473883,13755-38-9,N/A
,DISINFECTANT SOLUTIONS / DETERGENTS,https://pubmed.ncbi.nlm.nih.gov/37398983,10024-97-2,"126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 794457-85-5, 847968-13-2, 850203-00-8, 1818889-29-0, 126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 1818889-29-0, 2227102-37-4, 794457-85-5, 847968-13-2, 850203-00-8, 850203-00-8, 130835-71-1, 147527-07-9, 794457-85-5, 175876-44-5, 847968-13-2, 126386-65-0, 129451-49-6"
