Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS,Compound/Substance
SILICON_DIOXIDE,SILICON DIOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/24261,7631-86-9,"108727-71-5, 11139-72-3, 11139-73-4, 12125-13-2, 122985-48-2, 125623-17-8, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 136881-80-6, 137263-03-7, 139074-73-0, 145686-91-5, 146585-72-0, 149779-02-2, 152787-33-2, 155552-25-3, 155575-05-6, 179046-03-8, 185461-90-9, 188357-77-9, 206770-31-2, 207868-97-1, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 60572-11-4, 61673-46-9, 62655-73-6, 67167-16-2, 70536-23-1, 70563-35-8, 78207-17-7, 83589-56-4, 83652-92-0, 87501-59-5, 89493-21-0, 9049-77-8, 97343-62-9, 97709-14-3, 107497-59-6, 113384-41-1, 136303-13-4, 138860-82-9, 145537-54-8, 145808-77-1, 152206-35-4, 171264-18-9, 172306-09-1, 173299-41-7, 184654-53-3, 191289-29-9, 203526-86-7, 217643-58-8, 231629-15-5, 247900-77-2, 250579-70-5, 250579-78-3, 264907-28-0, 330152-64-2, 341028-71-5, 368432-40-0, 402735-49-3, 402828-37-9, 402828-39-1, 402828-40-4, 70536-61-7, 98226-40-5, 98253-25-9, 150633-20-8, 761458-29-1, 781662-69-9, 865611-44-5, 942129-91-1, 1004994-79-9, 1006727-26-9, 1007355-41-0, 1151767-34-8, 1354383-62-2, 1365618-91-2, 1373553-98-0, 1377807-27-6, 1396528-08-7, 573986-27-3, 574743-92-3, 636575-18-3, 871110-01-9, 895163-77-6, 900794-70-9, 910556-60-4, 916674-46-9, 102381-58-8, 1065194-86-6, 1262535-72-7, 1364664-19-6, 1367454-14-5, 1384115-98-3, 1431704-97-0, 1431704-98-1, 1431705-01-9, 1675960-65-2, 1678497-74-9, 1844839-43-5, 1848955-43-0, 1933499-98-9, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 2215023-93-9, 2215943-42-1, 2226478-11-9, 1206890-01-8, 1259281-12-3, 1474086-62-8, 173358-69-5, 2067262-90-0, 2095803-93-1, 2300155-82-0, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 736175-62-5, 2699030-77-6, 105269-70-3, 1317-48-2, 122304-48-7, 122304-49-8, 12425-26-2, 1317-79-9, 70594-95-5, 87347-84-0, 12414-70-9, 1317-94-8, 119573-97-6, 37224-34-3, 37224-35-4, 55126-05-1, 221007-06-3, 942229-17-6, 1355213-18-1, 1417404-62-6, 67256-35-3, 1004994-79-9, 1006727-26-9, 1007355-41-0, 102381-58-8, 1065194-86-6, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 1206890-01-8, 12125-13-2, 122985-48-2, 125623-17-8, 1259281-12-3, 1262535-72-7, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1364664-19-6, 1365618-91-2, 1367454-14-5, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 1384115-98-3, 138860-82-9, 139074-73-0, 1396528-08-7, 1431704-97-0, 1431704-98-1, 1431705-01-9, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 1474086-62-8, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 1675960-65-2, 1678497-74-9, 171264-18-9, 172306-09-1, 173299-41-7, 173358-69-5, 179046-03-8, 1819971-25-9, 1844839-43-5, 184654-53-3, 1848955-43-0, 185461-90-9, 188357-77-9, 191289-29-9, 1933499-98-9, 194944-70-2, 203526-86-7, 2067262-90-0, 206770-31-2, 207868-97-1, 2095803-93-1, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 2215023-93-9, 2215943-42-1, 2226478-11-9, 2300155-82-0, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 2699030-77-6, 2756971-14-7, 2883522-94-7, 2940870-12-0, 2952810-94-3, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 736175-62-5, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 119573-97-6, 1355213-18-1, 1417404-62-6, 221007-06-3, 37224-34-3, 37224-35-4, 55126-05-1, 942229-17-6, 11139-66-5, 12623-98-2, 12750-99-1, 179530-11-1, 192230-56-1, 29847-98-1, 37264-95-2, 37328-66-8, 37337-67-0, 39421-62-0, 39455-02-2, 476646-87-4, 50814-24-9, 51109-72-9, 53571-43-0, 54511-18-1, 54990-61-3, 54990-62-4, 55839-10-6, 56748-40-4, 57126-63-3, 57692-84-9, 61970-41-0, 64060-29-3, 67016-73-3, 67417-47-4, 68368-75-2, 68445-07-8, 693252-59-4, 695179-75-0, 70225-81-9, 73158-38-0, 77108-41-9, 81988-94-5, 145379-50-6, 1373553-98-0, 179046-03-8, 136881-80-6, 51542-58-6, 402828-37-9, 910556-60-4, 37241-25-1, 83589-56-4, 83652-92-0, 55599-33-2, 122985-48-2, 217643-58-8, 1006727-26-9, 50813-13-3, 368432-40-0, 1004994-79-9, 53468-64-7, 172306-09-1, 70536-61-7, 341028-71-5, 264907-28-0, 152206-35-4, 126879-49-0, 188357-77-9, 108727-71-5, 39456-81-0, 1377807-27-6, 39372-58-2, 50935-83-6, 138860-82-9, 152787-33-2, 37220-24-9, 126879-30-9, 1396528-08-7, 574743-92-3, 155552-25-3, 247900-77-2, 139074-73-0, 150633-20-8, 781662-69-9, 62655-73-6, 67167-16-2, 916674-46-9, 78207-17-7, 145808-77-1, 126879-14-9, 185461-90-9, 942129-91-1, 97709-14-3, 11139-72-3, 636575-18-3, 146585-72-0, 171264-18-9, 1354383-62-2, 137263-03-7, 12125-13-2, 231629-15-5, 155575-05-6, 871110-01-9, 145537-54-8, 761458-29-1, 402828-39-1, 1340-09-6, 573986-27-3, 37334-65-9, 98253-25-9, 51542-57-5, 61673-46-9, 97343-62-9, 70536-23-1, 37340-45-7, 330152-64-2, 206770-31-2, 1365618-91-2, 895163-77-6, 207868-97-1, 127689-16-1, 173299-41-7, 127831-27-0, 1151767-34-8, 250579-78-3, 12737-36-9, 191289-29-9, 107497-59-6, 12753-63-8, 203526-86-7, 145686-91-5, 12774-28-6, 98226-40-5, 9049-77-8, 402735-49-3, 11139-73-4, 39443-40-8, 402828-40-4, 89493-21-0, 52350-43-3, 39336-66-8, 1007355-41-0, 149779-02-2, 60572-11-4, 50926-93-7, 184654-53-3, 12765-74-1, 56731-06-7, 87501-59-5, 865611-44-5, 39409-25-1, 900794-70-9, 250579-70-5, 70563-35-8, 113384-41-1, 136303-13-4, 125623-17-8, 37380-93-1, 63231-67-4; 14808-60-7",compound
SILODOSIN,SILODOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5312125,160970-54-7,,compound
SILTUXIMAB,SILTUXIMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101850,,,substance
SILVER,SILVER,https://pubchem.ncbi.nlm.nih.gov/compound/785,123-31-9,"57534-13-1, 8027-02-9, 8027-02-9",compound
SILYBUM_MARIANUM,SILYBUM MARIANUM,https://pubchem.ncbi.nlm.nih.gov/substance/483935031,,,substance
SIMEPREVIR,SIMEPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/24873435,923604-59-5,,compound
SIMETICONE,SIMETICONE,https://pubchem.ncbi.nlm.nih.gov/compound/6433516,8050-81-5,,compound
SIMOCTOCOG_ALFA,SIMOCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483926301,,,substance
SIMVASTATIN,SIMVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/54454,79902-63-9,118607-03-7,compound
SINCALIDE,SINCALIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9833444,25126-32-3,"9038-72-6, 25345-10-2, 89911-55-7, 91921-74-3",compound
SINECATECHINS,SINECATECHINS,https://pubchem.ncbi.nlm.nih.gov/substance/483926591,,,substance
SIPULEUCEL-T,SIPULEUCEL-T,https://pubchem.ncbi.nlm.nih.gov/substance/481101851,,,substance
SIROLIMUS,SIROLIMUS,https://pubchem.ncbi.nlm.nih.gov/compound/5284616,53123-88-9,"1179372-35-0, 1189166-54-8, 1233221-34-5, 1353039-01-6, 1353039-01-6, 1189166-54-8, 1233221-34-5",compound
SITAGLIPTIN,SITAGLIPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369359,486460-32-6,,compound
SKIN_LOTION,SKIN LOTION,https://pubchem.ncbi.nlm.nih.gov/compound/702,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6",compound
SKIN_TESTS,SKIN TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/454531,,,MISSING
SLIMMING_PREPARATIONS,SLIMMING PREPARATIONS,https://pubmed.ncbi.nlm.nih.gov/22171527,,,MISSING
SMILAX_MEDICA,SMILAX MEDICA,https://pubchem.ncbi.nlm.nih.gov/substance/482019610,,,substance
SODIUM,SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/3423265,151-21-3,"111726-87-5, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 152155-52-7, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 145269-44-9, 156108-01-9, 172826-72-1, 191490-40-1, 237743-45-2, 303179-49-9, 8048-56-4, 952092-90-9, 1000201-72-8, 1000201-73-9, 210297-21-5, 39384-36-6, 877454-24-5, 952055-37-7, 1883428-81-6, 2326507-32-6, 1000201-72-8, 1000201-73-9, 111726-87-5, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 1357615-49-6, 145269-44-9, 152155-52-7, 156108-01-9, 172826-72-1, 1883428-81-6, 191490-40-1, 210297-21-5, 2326507-32-6, 237743-45-2, 303179-49-9, 39384-36-6, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 8048-56-4, 877454-24-5, 952055-37-7, 952092-90-9, 64441-33-4, 237743-45-2, 1000201-73-9, 1000201-72-8, 210297-21-5, 145269-44-9, 1883428-81-6, 952055-37-7, 61711-39-5, 12765-21-8, 74433-77-5, 8048-56-4, 57176-54-2, 8012-56-4, 1334-67-4, 191490-40-1, 51222-39-0, 129203-37-8, 152155-52-7, 172826-72-1, 952092-90-9, 877454-24-5, 1335-72-4, 12738-53-3, 39384-36-6, 58640-35-0, 121481-64-9, 156108-01-9, 303179-49-9",compound
SODIUM_AMIDOTRIZOATE,SODIUM AMIDOTRIZOATE,https://pubchem.ncbi.nlm.nih.gov/compound/2140,117-96-4,,compound
SODIUM_OXYBATE,SODIUM OXYBATE,https://pubchem.ncbi.nlm.nih.gov/compound/10413,591-81-1,,compound
SOFOSBUVIR,SOFOSBUVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45375808,1190307-88-0,1421833-87-5,compound
SOFT_LENS_SOLUTIONS,SOFT LENS SOLUTIONS,https://pubchem.ncbi.nlm.nih.gov/compound/3776,67-63-0,8013-70-5,compound
SOFT_SOAP,SOFT SOAP,https://pubchem.ncbi.nlm.nih.gov/compound/5564,3380-34-5,"112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2, 1155174-27-8, 112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0, 1155174-27-8, 112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2",compound
SOLIDAGO_VIRGAUREA,SOLIDAGO VIRGAUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483934056,,,substance
SOLIFENACIN,SOLIFENACIN,https://pubchem.ncbi.nlm.nih.gov/compound/154059,242478-37-1,,compound
SOMATREM,SOMATREM,https://pubchem.ncbi.nlm.nih.gov/substance/7980637,,,substance
SOMATROPIN,SOMATROPIN,https://pubchem.ncbi.nlm.nih.gov/compound/16137828,218949-48-5,"775305-79-8, 804475-66-9",compound
SONIDEGIB,SONIDEGIB,https://pubchem.ncbi.nlm.nih.gov/compound/24775005,956697-53-3,1270169-93-1,compound
SORAFENIB,SORAFENIB,,,,MISSING
SORBIC_ACID,SORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/643460,110-44-1,"91751-55-2, 1197240-56-4, 1197240-56-4, 2747926-89-0, 91751-55-2, 22500-92-1, 91751-55-2",compound
SORBINICATE,SORBINICATE,https://pubchem.ncbi.nlm.nih.gov/compound/3058386,6184-06-1,,compound
SORBITAN,SORBITAN,https://pubchem.ncbi.nlm.nih.gov/compound/443314,9005-64-5,"118955-39-8, 122304-31-8, 1242241-45-7, 129428-64-4, 1341-06-6, 1646144-25-3, 194879-92-0, 1994335-01-1, 2488693-42-9, 37310-96-6, 54174-54-8, 60318-54-9, 62229-28-1, 8036-82-6, 851015-03-7, 861842-35-5, 9011-30-7, 9015-57-0, 93037-36-6, 118955-40-1, 1340-84-7, 9015-58-1",compound
SORBITAN_OLEATE,SORBITAN OLEATE,https://pubchem.ncbi.nlm.nih.gov/compound/5385498,1338-43-8,,compound
SORBITOL,SORBITOL,https://pubchem.ncbi.nlm.nih.gov/compound/5780,50-70-4,"15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 98201-93-5, 952319-42-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 952319-42-5, 3959-53-3, 63800-20-4, 8036-93-9, 98201-93-5, 15060-73-8, 8042-39-5, 8014-89-9, 36134-87-9, 8046-05-7, 8013-15-8, 8045-74-7",compound
SOTALOL,SOTALOL,,,,MISSING
SOYA_ISOFLAVONES,SOYA ISOFLAVONES,https://pubchem.ncbi.nlm.nih.gov/substance/375085788,,,substance
SOYA_LECITHIN,SOYA LECITHIN,https://pubchem.ncbi.nlm.nih.gov/compound/16213884,8002-43-5,"1799810-04-0, 252035-82-8, 2649116-22-1, 2765611-50-3, 55128-59-1, 8035-17-4, 8052-43-5, 8057-53-2",compound
SPARFLOXACIN,SPARFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/60464,110871-86-8,,compound
SPECIAL_DIET_PREPARATIONS,SPECIAL DIET PREPARATIONS,https://pubmed.ncbi.nlm.nih.gov/23544419,,,MISSING
SPECTINOMYCIN,SPECTINOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/15541,1695-77-8,,compound
SPIGELIA_ANTHELMIA,SPIGELIA ANTHELMIA,https://pubchem.ncbi.nlm.nih.gov/substance/483933350,,,substance
SPINOSAD,SPINOSAD,https://pubchem.ncbi.nlm.nih.gov/compound/443059,131929-60-7,,compound
SPIRONOLACTONE,SPIRONOLACTONE,https://pubchem.ncbi.nlm.nih.gov/compound/5833,52-01-7,"496916-40-6, 1050678-93-7, 1436392-20-9, 1050678-93-7, 1436392-20-9, 496916-40-6, 496916-40-6",compound
SPIRULINA,SPIRULINA,https://pubchem.ncbi.nlm.nih.gov/compound/445639,112-80-1,"17156-84-2, 56833-51-3, 8046-01-3, 949900-16-7, 1190712-11-8, 1190965-71-9, 1380514-02-2, 2252262-80-7, 1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 2252262-80-7, 56833-51-3, 8046-01-3, 949900-16-7, 861204-23-1, 56833-51-3, 949900-16-7, 8046-01-3, 1380514-02-2, 17156-84-2, 1190965-71-9, 1190712-11-8",compound
SQUALANE,SQUALANE,,,,MISSING
SQUALENE,SQUALENE,https://pubchem.ncbi.nlm.nih.gov/compound/638072,111-02-4,"94016-35-0, 21245-10-3",compound
SQUALUS_CARCHORIOUS,SQUALUS CARCHORIOUS,,,,MISSING
SQUARIC_ACID_DIBUTYL_ESTER,SQUARIC ACID DIBUTYL ESTER,https://pubchem.ncbi.nlm.nih.gov/compound/65108,2892-62-8,,compound
STANOZOLOL,STANOZOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/25249,302-96-5,"17966-55-1, 69353-49-7, 875293-72-4, 302-96-5, 302-96-5",compound
STARCH,STARCH,https://pubchem.ncbi.nlm.nih.gov/compound/75000656,9063-38-1,"60351-56-6, 65931-51-3, 9061-71-6",compound
STAVUDINE,STAVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5789,146183-25-7,35902-13-7,compound
STEARIC_ACID,STEARIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5281,57-11-4,"134503-33-6, 39390-61-9, 58392-66-8, 8013-28-3, 8023-06-1, 8037-40-9, 8037-83-0, 8039-51-8, 8039-52-9, 8039-53-0, 8039-54-1, 82497-27-6, 197923-10-7, 294203-07-9, 1245726-94-6, 294203-15-9, 1429745-84-5, 126539-56-8, 57485-56-0, 85404-83-7, 135152-99-7, 2326514-79-6, 1245726-94-6, 134503-33-6, 1429745-84-5, 197923-10-7, 294203-07-9, 294203-15-9, 39390-61-9, 58392-66-8, 8013-28-3, 8023-06-1, 8037-40-9, 8037-83-0, 8039-51-8, 8039-52-9, 8039-53-0, 8039-54-1, 82497-27-6, 1245726-94-6, 39390-61-9, 8039-54-1, 294203-15-9, 8037-83-0, 82497-27-6, 294203-07-9, 8039-51-8, 8037-40-9, 8039-52-9, 58392-66-8, 197923-10-7, 8039-53-0, 8023-06-1, 8013-28-3",compound
STEARIN,STEARIN,https://pubchem.ncbi.nlm.nih.gov/compound/24699,123-94-4,"22610-63-5, 342394-34-7, 100041-47-2, 109767-98-8, 110618-11-6, 119758-60-0, 12676-39-0, 1319-95-5, 146586-29-0, 150605-03-1, 177645-80-6, 209533-94-8, 37297-05-5, 55962-68-0, 58615-57-9, 61163-94-8, 64366-44-5, 69073-02-5, 8029-22-9, 8039-58-5, 8045-31-6, 8050-92-8, 86904-15-6, 87714-32-7, 902145-16-8, 176365-67-6, 200138-94-9, 1617532-55-4, 413576-89-3, 696587-54-9, 1361318-46-8, 2025308-77-2, 1256243-35-2, 1256243-36-3, 187887-27-0, 375375-69-2, 477720-23-3, 643010-62-2, 863307-20-4, 863307-22-6, 863307-23-7, 863308-46-7, 863308-48-9, 22610-63-5, 2413191-13-4, 342394-34-7, 136626-20-5, 37219-93-5, 37220-83-0, 37271-86-6, 37318-98-2, 39468-00-3, 8067-25-2, 864063-89-8, 902146-84-3, 100041-47-2, 109767-98-8, 110618-11-6, 119758-60-0, 12676-39-0, 1319-95-5, 1361318-46-8, 146586-29-0, 150605-03-1, 1617532-55-4, 176365-67-6, 177645-80-6, 200138-94-9, 2025308-77-2, 209533-94-8, 37297-05-5, 413576-89-3, 55962-68-0, 58615-57-9, 61163-94-8, 64366-44-5, 69073-02-5, 696587-54-9, 8029-22-9, 8039-58-5, 8045-31-6, 8050-92-8, 86904-15-6, 87714-32-7, 902145-16-8, 342394-34-7, 22610-63-5",compound
STELLARIA_MEDIA,STELLARIA MEDIA,https://pubchem.ncbi.nlm.nih.gov/substance/482019292,,,substance
STEPHANIA_SINICA,STEPHANIA SINICA,https://pubchem.ncbi.nlm.nih.gov/substance/482020086,,,substance
STERCULIA_GUM,STERCULIA GUM,https://pubchem.ncbi.nlm.nih.gov/substance/482029710,,,substance
STEVIA_REBAUDIANA,STEVIA REBAUDIANA,https://pubchem.ncbi.nlm.nih.gov/compound/6918840,58543-16-1,"60129-62-6, 64859-60-5, 65455-42-7",compound
STEVIOSIDE,STEVIOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/442089,57817-89-7,,compound
STIGMASTEROL,STIGMASTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5280794,83-48-7,,compound
STOMACH,STOMACH,https://pubchem.ncbi.nlm.nih.gov/compound/10112,471-34-1,"114453-69-9, 137803-94-2, 146358-95-4, 166516-01-4, 172307-27-6, 180616-31-3, 39454-55-2, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 251358-28-8, 198352-33-9, 459411-10-0, 878759-26-3, 197809-38-4, 1312764-88-7, 1352815-51-0, 1437084-75-7, 148092-93-7, 1641572-50-0, 2222732-78-5, 1118543-25-1, 1883798-64-8, 1994316-62-9, 2390374-02-2, 2470702-35-1, 1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 2962051-70-1, 3018125-28-2, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 2358712-58-8, 2358714-65-3, 359415-48-8, 180616-31-3, 39454-55-2, 72608-12-9, 63660-97-9, 197809-38-4, 146358-95-4, 1437084-75-7, 114453-69-9, 878759-26-3, 1352815-51-0, 172307-27-6, 251358-28-8, 137803-94-2, 148092-93-7, 60083-79-6, 166516-01-4, 459411-10-0, 198352-33-9, 71060-88-3, 15187-75-4, 1317-65-3; 13397-26-7; 287389-46-2",compound
STREPTOCOCCUS_THERMOPHILUS,STREPTOCOCCUS THERMOPHILUS,https://pubchem.ncbi.nlm.nih.gov/substance/482020230,,,substance
STREPTOKINASE,STREPTOKINASE,https://pubchem.ncbi.nlm.nih.gov/compound/9815560,9002-01-1,,compound
STREPTOMYCIN,STREPTOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/19649,57-92-1,"12672-24-1, 82958-69-8, 47814-83-5, 47816-81-9, 364062-67-9, 47816-81-9, 47814-83-5",compound
STREPTONIAZID,STREPTONIAZID,https://pubchem.ncbi.nlm.nih.gov/compound/5775954,4480-58-4,,compound
STREPTOZOCIN,STREPTOZOCIN,https://pubchem.ncbi.nlm.nih.gov/compound/29327,18883-66-4,,compound
STRONTIUM,STRONTIUM,https://pubchem.ncbi.nlm.nih.gov/compound/24599,7789-06-2,"54322-60-0, 166269-55-2, 166269-55-2, 54322-60-0, 166269-55-2",compound
STRONTIUM_(SR89),STRONTIUM (SR89),https://pubmed.ncbi.nlm.nih.gov/13348404,,,MISSING
STRYCHNOS_NUX-VOMICA,STRYCHNOS NUX-VOMICA,https://pubchem.ncbi.nlm.nih.gov/substance/483928839,,,substance
SUBTILISIN,SUBTILISIN,https://pubchem.ncbi.nlm.nih.gov/compound/92174084,,,compound
SUCCIMER,SUCCIMER,https://pubchem.ncbi.nlm.nih.gov/compound/2724354,304-55-2,,compound
SUCCINIC_ACID,SUCCINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1110,110-15-6,"623158-99-6, 2087491-34-5, 2087491-34-5, 623158-99-6",compound
SUCRALFATE,SUCRALFATE,,,,MISSING
SUCRALOSE,SUCRALOSE,https://pubchem.ncbi.nlm.nih.gov/compound/71485,56038-13-2,,compound
SUCROFERRIC_OXYHYDROXIDE,SUCROFERRIC OXYHYDROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/91663255,8047-67-4,"12678-06-7, 12001-35-3, 63530-05-2, 1418308-48-1",compound
SUCROSE,SUCROSE,https://pubchem.ncbi.nlm.nih.gov/compound/5988,57-50-1,"100405-08-1, 104242-10-6, 131932-12-2, 146054-35-5, 146187-04-4, 151756-02-4, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 92004-84-7, 635681-90-2, 786702-63-4, 12040-73-2, 1159795-78-4, 1206156-82-2, 880257-62-5, 1192061-43-0, 1481578-88-4, 1566560-95-9, 2169316-40-7, 100405-08-1, 104242-10-6, 1159795-78-4, 1192061-43-0, 12040-73-2, 1206156-82-2, 131932-12-2, 146054-35-5, 146187-04-4, 1481578-88-4, 151756-02-4, 1566560-95-9, 2169316-40-7, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 635681-90-2, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 786702-63-4, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 880257-62-5, 92004-84-7, 146054-35-5, 78654-77-0, 100405-08-1, 30027-72-6, 75398-84-4, 51909-69-4, 146187-04-4, 29764-06-5, 47257-91-0, 104242-10-6, 50857-68-6, 47167-52-2, 86101-30-6, 1159795-78-4, 87430-66-8, 131932-12-2, 8027-47-2, 12040-73-2, 1206156-82-2, 29253-78-9, 64533-66-0, 65545-99-5, 8030-20-4, 76056-38-7, 80165-03-3, 85456-51-5, 786702-63-4, 880257-62-5, 220376-22-7, 151756-02-4, 635681-90-2, 92004-84-7, 47185-09-1",compound
SUFENTANIL,SUFENTANIL,https://pubchem.ncbi.nlm.nih.gov/compound/41693,56030-54-7,,compound
SUGAMMADEX,SUGAMMADEX,https://pubchem.ncbi.nlm.nih.gov/compound/6918585,343306-71-8,,compound
SULBACTAM,SULBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/11082,551-16-6,1782955-12-7,compound
SULCONAZOLE,SULCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/65495,61318-91-0,,compound
SULFABENZAMIDE,SULFABENZAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2331,55-21-0,27208-38-4,compound
SULFACETAMIDE,SULFACETAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,63-74-1,"102489-34-9, 12765-80-9, 1337-36-6, 1337-39-9, 24706-25-0, 12765-80-9, 102489-34-9, 1337-36-6, 1337-39-9, 24706-25-0",compound
SULFADIAZINE,SULFADIAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,63-74-1,"102489-34-9, 12765-80-9, 1337-36-6, 1337-39-9, 24706-25-0, 12765-80-9, 102489-34-9, 1337-36-6, 1337-39-9, 24706-25-0",compound
SULFADOXINE,SULFADOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/17134,2447-57-6,,compound
SULFAFURAZOLE,SULFAFURAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5344,127-69-5,207522-06-3,compound
