Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
SAPROPTERIN,SAPROPTERIN,https://pubchem.ncbi.nlm.nih.gov/compound/135398654,FEATURED,62989-33-7,"27070-47-9, 79493-88-2, 129443-84-1, 79493-88-2, 27070-47-9, 129443-84-1, 27070-47-9",COMPOUND,YES,YES,YES
SAQUINAVIR,SAQUINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/441243,FEATURED,127779-20-8,131176-13-1,COMPOUND,YES,YES,YES
SARECYCLINE,SARECYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/Sarecycline,FEATURED,1035654-66-0,No CAS info,COMPOUND,MISSING,YES,YES
SARGRAMOSTIM,SARGRAMOSTIM,https://pubchem.ncbi.nlm.nih.gov/compound/Sargramostim,FEATURED,"83869-56-1, 123774-72-1",No CAS info,COMPOUND,MISSING,YES,YES
SARILUMAB,SARILUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Sarilumab,FEATURED,1189541-98-7,No CAS info,COMPOUND,MISSING,YES,YES
SARRACENIA_PURPUREA,SARRACENIA PURPUREA,https://pubchem.ncbi.nlm.nih.gov/compound/Sarracenia%20purpurea%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
SASSAFRAS_OFFICINALE,SASSAFRAS OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/483930500,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SAXAGLIPTIN,SAXAGLIPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/11243969,FEATURED,"361442-04-8, 945667-22-1",No CAS info,COMPOUND,YES,YES,YES
SCARLET_RED,SCARLET RED,https://pubchem.ncbi.nlm.nih.gov/compound/62330,FEATURED,85-83-6,"104270-03-3, 12000-52-1, 8023-29-8, 86702-99-0, 96510-86-0, 208266-18-6, 104270-03-3, 12000-52-1, 208266-18-6, 8023-29-8, 86702-99-0, 96510-86-0, 208266-18-6, 96510-86-0, 8023-29-8, 86702-99-0, 12000-52-1, 104270-03-3",COMPOUND,YES,YES,YES
SCHISANDRA_CHINENSIS,SCHISANDRA CHINENSIS,https://pubchem.ncbi.nlm.nih.gov/compound/3001664,RELEVANT,7432-28-2,No CAS info,COMPOUND,NO,NO,NO
SCHIZANDRA,SCHIZANDRA,https://pubchem.ncbi.nlm.nih.gov/substance/404771780,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
SCHIZOCHYTRIUM,SCHIZOCHYTRIUM,https://pubchem.ncbi.nlm.nih.gov/substance/482021001,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SCHIZONEPETA,SCHIZONEPETA,https://pubchem.ncbi.nlm.nih.gov/substance/482026317,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SCHOENOCAULON_OFFICINALIS,SCHOENOCAULON OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/substance/482021542,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SCOPOLAMINE,SCOPOLAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Scopolamine,FEATURED,"51-34-3, 114-49-8","58670-87-4, 14797-94-5, 97991-84-9, 65319-33-7, 28901-63-5, 226562-00-1, 226562-00-1, 58670-87-4, 28901-63-5, 97991-84-9, 65319-33-7",COMPOUND,MISSING,YES,YES
SCOPOLAMINE_BUTYL_HYDROXIDE,SCOPOLAMINE BUTYL HYDROXIDE,https://pubchem.ncbi.nlm.nih.gov/substance/318160459,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
SCOPOLAMINE_METHYL_HYDROXIDE,SCOPOLAMINE METHYL HYDROXIDE,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SCROPHULARIA_NODOSA,SCROPHULARIA NODOSA,https://pubchem.ncbi.nlm.nih.gov/compound/Scrophularia%20Nodosa,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,MISSING,NO
SCUTELLARIA,SCUTELLARIA,https://pubchem.ncbi.nlm.nih.gov/compound/156595888,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
SEA_SALT,SEA SALT,https://pubchem.ncbi.nlm.nih.gov/compound/sea%20salt,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
SEA_WATER,SEA WATER,https://pubchem.ncbi.nlm.nih.gov/compound/Sea%20water,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
SEBELIPASE_ALFA,SEBELIPASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Sebelipase%20Alfa,FEATURED,1276027-63-4,No CAS info,COMPOUND,MISSING,YES,YES
SECBUTABARBITAL,SECBUTABARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2479,FEATURED,125-40-6,97164-73-3,COMPOUND,YES,YES,YES
SECNIDAZOLE,SECNIDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/71815,FEATURED,3366-95-8,No CAS info,COMPOUND,YES,YES,YES
SECOBARBITAL,SECOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/5193,FEATURED,76-73-3,29071-21-4,COMPOUND,YES,YES,YES
SECRETIN,SECRETIN,https://pubchem.ncbi.nlm.nih.gov/compound/Secretin,FEATURED,1393-25-5,9002-77-1,COMPOUND,MISSING,YES,YES
SECUKINUMAB,SECUKINUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Secukinumab,FEATURED,"1229022-83-6, 875356-43-7",875356-43-7,COMPOUND,MISSING,YES,YES
SELEGILINE,SELEGILINE,https://pubchem.ncbi.nlm.nih.gov/compound/26757,FEATURED,14611-51-9,172964-89-5,COMPOUND,YES,YES,YES
SELENIC_ACID,SELENIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1089,FEATURED,"7783-08-6, 14124-68-6","141676-86-0, 63090-47-1, 1177580-12-9, 2225846-52-4, 1177580-12-9, 141676-86-0, 2225846-52-4, 63090-47-1, 63090-47-1",COMPOUND,YES,YES,YES
SELENIOUS_ACID,SELENIOUS ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1091,FEATURED,"7783-00-8, 14124-67-5","11140-60-6, 1408288-83-4, 2225846-51-3, 11140-60-6, 1408288-83-4, 2225846-51-3, 2771671-88-4, 1408288-83-4",COMPOUND,YES,YES,YES
SELENIUM,SELENIUM,https://pubchem.ncbi.nlm.nih.gov/compound/6326970,FEATURED,"7782-49-2, 7783-07-5","11125-23-8, 11133-88-3, 12640-29-8, 12640-30-1, 12641-96-2, 12733-65-2, 37256-19-2, 37258-85-8, 37276-15-6, 37368-02-8, 50954-17-1, 51882-60-1, 95788-45-7, 37256-19-2, 95788-45-7, 51882-60-1, 12640-30-1, 50954-17-1, 11133-88-3, 37368-02-8, 11125-23-8, 12640-29-8, 37276-15-6, 12641-96-2, 37258-85-8, 12733-65-2",COMPOUND,YES,YES,YES
SELENOMETHIONINE,SELENOMETHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/15103,FEATURED,"1464-42-2, 2578-28-1",2578-28-1,COMPOUND,YES,YES,YES
SELENOMETHIONINE_(75SE),SELENOMETHIONINE (75SE),https://pubchem.ncbi.nlm.nih.gov/compound/66254,FEATURED,1187-56-0,No CAS info,COMPOUND,YES,YES,YES
SELEXIPAG,SELEXIPAG,https://pubchem.ncbi.nlm.nih.gov/compound/9913767,FEATURED,475086-01-2,No CAS info,COMPOUND,YES,YES,YES
SELINUM_MONNIERI,SELINUM MONNIERI,https://pubchem.ncbi.nlm.nih.gov/substance/482036902,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SEMAGLUTIDE,SEMAGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/56843331,FEATURED,910463-68-2,910463-93-3,COMPOUND,YES,YES,YES
SENNA,SENNA,https://pubchem.ncbi.nlm.nih.gov/compound/5199,FEATURED,"517-43-1, 81-27-6, 85085-71-8",No CAS info,COMPOUND,YES,YES,YES
SENNOSIDES_A&B,SENNOSIDES A&B,https://pubchem.ncbi.nlm.nih.gov/compound/73111,RELEVANT,"8013-11-4, 81-27-6",26926-11-4,COMPOUND,NO,NO,NO
SEPIA_OFFICINALIS,SEPIA OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/6325610,RELEVANT,8049-97-6,No CAS info,COMPOUND,NO,NO,NO
SERENOA_REPENS,SERENOA REPENS,https://pubchem.ncbi.nlm.nih.gov/substance/482022325,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SERINE,SERINE,https://pubchem.ncbi.nlm.nih.gov/compound/5951,FEATURED,"56-45-1, 6898-95-9","6898-95-9, 154605-73-9, 154605-73-9, 6898-95-9",COMPOUND,YES,YES,YES
SERMORELIN,SERMORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/16129620,FEATURED,86168-78-7,No CAS info,COMPOUND,YES,YES,YES
SEROTONIN,SEROTONIN,https://pubchem.ncbi.nlm.nih.gov/compound/5202,FEATURED,50-67-9,No CAS info,COMPOUND,YES,YES,YES
SERTACONAZOLE,SERTACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/65863,FEATURED,99592-32-2,No CAS info,COMPOUND,YES,YES,YES
SERTRALINE,SERTRALINE,https://pubchem.ncbi.nlm.nih.gov/compound/68617,FEATURED,"79617-96-2, 79617-95-1",No CAS info,COMPOUND,YES,YES,YES
SESAMUM_ORIENTALE,SESAMUM ORIENTALE,https://pubchem.ncbi.nlm.nih.gov/substance/482022340,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SEVELAMER,SEVELAMER,https://pubchem.ncbi.nlm.nih.gov/compound/Sevelamer,FEATURED,52757-95-6,"198342-66-4, 224313-14-8, 224313-14-8",COMPOUND,MISSING,YES,YES
SEVOFLURANE,SEVOFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/5206,FEATURED,28523-86-6,No CAS info,COMPOUND,YES,YES,YES
SHARK_CARTILAGE,SHARK CARTILAGE,https://pubchem.ncbi.nlm.nih.gov/compound/Shark%20Cartilage,FEATURED,305838-77-1,No CAS info,COMPOUND,MISSING,YES,YES
SIAM_BENZOIN,SIAM BENZOIN,https://pubchem.ncbi.nlm.nih.gov/compound/8400,RELEVANT,"119-53-9, 9000-72-0, 8050-35-9, 9000-05-9, 579-44-2","579-44-2, 9000-73-1, 91845-21-5",COMPOUND,NO,NO,NO
SIBUTRAMINE,SIBUTRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5210,FEATURED,106650-56-0,No CAS info,COMPOUND,YES,YES,YES
SILDENAFIL,SILDENAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/135398744,FEATURED,139755-83-2,No CAS info,COMPOUND,YES,YES,YES
SILICONE_OIL,SILICONE OIL,https://pubchem.ncbi.nlm.nih.gov/compound/5461123,RELEVANT,"7440-21-3, 12597-37-4","152284-21-4, 157383-37-4, 160371-18-6, 17375-03-0, 71536-23-7, 72516-01-9, 72516-02-0, 72516-03-1, 90337-93-2, 1616351-53-1, 152284-21-4, 157383-37-4, 160371-18-6, 1616351-53-1, 17375-03-0, 71536-23-7, 72516-01-9, 72516-02-0, 72516-03-1, 90337-93-2, 72516-02-0, 17375-03-0, 152284-21-4, 72516-03-1, 157383-37-4, 160371-18-6, 71536-23-7, 72516-01-9",COMPOUND,NO,NO,NO
SILICON_DIOXIDE,SILICON DIOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/24261,FEATURED,"7631-86-9, 14639-89-5, 14808-60-7, 13778-37-5, 15468-32-3, 14464-46-1, 20243-18-9, 13778-38-6, 15723-40-7, 17679-64-0, 60676-86-0, 92283-58-4, 99439-28-8, 112945-52-5, 61790-53-2, 112926-00-8, 68855-54-9, 91053-39-3","108727-71-5, 11139-72-3, 11139-73-4, 12125-13-2, 122985-48-2, 125623-17-8, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 136881-80-6, 137263-03-7, 139074-73-0, 145686-91-5, 146585-72-0, 149779-02-2, 152787-33-2, 155552-25-3, 155575-05-6, 179046-03-8, 185461-90-9, 188357-77-9, 206770-31-2, 207868-97-1, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 60572-11-4, 61673-46-9, 62655-73-6, 67167-16-2, 70536-23-1, 70563-35-8, 78207-17-7, 83589-56-4, 83652-92-0, 87501-59-5, 89493-21-0, 9049-77-8, 97343-62-9, 97709-14-3, 107497-59-6, 113384-41-1, 136303-13-4, 138860-82-9, 145537-54-8, 145808-77-1, 152206-35-4, 171264-18-9, 172306-09-1, 173299-41-7, 184654-53-3, 191289-29-9, 203526-86-7, 217643-58-8, 231629-15-5, 247900-77-2, 250579-70-5, 250579-78-3, 264907-28-0, 330152-64-2, 341028-71-5, 368432-40-0, 402735-49-3, 402828-37-9, 402828-39-1, 402828-40-4, 70536-61-7, 98226-40-5, 98253-25-9, 150633-20-8, 761458-29-1, 781662-69-9, 865611-44-5, 942129-91-1, 1004994-79-9, 1006727-26-9, 1007355-41-0, 1151767-34-8, 1354383-62-2, 1365618-91-2, 1373553-98-0, 1377807-27-6, 1396528-08-7, 573986-27-3, 574743-92-3, 636575-18-3, 871110-01-9, 895163-77-6, 900794-70-9, 910556-60-4, 916674-46-9, 102381-58-8, 1065194-86-6, 1262535-72-7, 1364664-19-6, 1367454-14-5, 1384115-98-3, 1431704-97-0, 1431704-98-1, 1431705-01-9, 1675960-65-2, 1678497-74-9, 1844839-43-5, 1848955-43-0, 1933499-98-9, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 2215023-93-9, 2215943-42-1, 2226478-11-9, 1206890-01-8, 1259281-12-3, 1474086-62-8, 173358-69-5, 2067262-90-0, 2095803-93-1, 2300155-82-0, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 736175-62-5, 2699030-77-6, 105269-70-3, 1317-48-2, 122304-48-7, 122304-49-8, 12425-26-2, 1317-79-9, 70594-95-5, 87347-84-0, 12414-70-9, 1317-94-8, 119573-97-6, 37224-34-3, 37224-35-4, 55126-05-1, 221007-06-3, 942229-17-6, 1355213-18-1, 1417404-62-6, 67256-35-3, 1004994-79-9, 1006727-26-9, 1007355-41-0, 102381-58-8, 1065194-86-6, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 1206890-01-8, 12125-13-2, 122985-48-2, 125623-17-8, 1259281-12-3, 1262535-72-7, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1364664-19-6, 1365618-91-2, 1367454-14-5, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 1384115-98-3, 138860-82-9, 139074-73-0, 1396528-08-7, 1431704-97-0, 1431704-98-1, 1431705-01-9, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 1474086-62-8, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 1675960-65-2, 1678497-74-9, 171264-18-9, 172306-09-1, 173299-41-7, 173358-69-5, 179046-03-8, 1819971-25-9, 1844839-43-5, 184654-53-3, 1848955-43-0, 185461-90-9, 188357-77-9, 191289-29-9, 1933499-98-9, 194944-70-2, 203526-86-7, 2067262-90-0, 206770-31-2, 207868-97-1, 2095803-93-1, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 2215023-93-9, 2215943-42-1, 2226478-11-9, 2300155-82-0, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 2699030-77-6, 2756971-14-7, 2883522-94-7, 2940870-12-0, 2952810-94-3, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 736175-62-5, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 119573-97-6, 1355213-18-1, 1417404-62-6, 221007-06-3, 37224-34-3, 37224-35-4, 55126-05-1, 942229-17-6, 11139-66-5, 12623-98-2, 12750-99-1, 179530-11-1, 192230-56-1, 29847-98-1, 37264-95-2, 37328-66-8, 37337-67-0, 39421-62-0, 39455-02-2, 476646-87-4, 50814-24-9, 51109-72-9, 53571-43-0, 54511-18-1, 54990-61-3, 54990-62-4, 55839-10-6, 56748-40-4, 57126-63-3, 57692-84-9, 61970-41-0, 64060-29-3, 67016-73-3, 67417-47-4, 68368-75-2, 68445-07-8, 693252-59-4, 695179-75-0, 70225-81-9, 73158-38-0, 77108-41-9, 81988-94-5, 145379-50-6, 1373553-98-0, 179046-03-8, 136881-80-6, 51542-58-6, 402828-37-9, 910556-60-4, 37241-25-1, 83589-56-4, 83652-92-0, 55599-33-2, 122985-48-2, 217643-58-8, 1006727-26-9, 50813-13-3, 368432-40-0, 1004994-79-9, 53468-64-7, 172306-09-1, 70536-61-7, 341028-71-5, 264907-28-0, 152206-35-4, 126879-49-0, 188357-77-9, 108727-71-5, 39456-81-0, 1377807-27-6, 39372-58-2, 50935-83-6, 138860-82-9, 152787-33-2, 37220-24-9, 126879-30-9, 1396528-08-7, 574743-92-3, 155552-25-3, 247900-77-2, 139074-73-0, 150633-20-8, 781662-69-9, 62655-73-6, 67167-16-2, 916674-46-9, 78207-17-7, 145808-77-1, 126879-14-9, 185461-90-9, 942129-91-1, 97709-14-3, 11139-72-3, 636575-18-3, 146585-72-0, 171264-18-9, 1354383-62-2, 137263-03-7, 12125-13-2, 231629-15-5, 155575-05-6, 871110-01-9, 145537-54-8, 761458-29-1, 402828-39-1, 1340-09-6, 573986-27-3, 37334-65-9, 98253-25-9, 51542-57-5, 61673-46-9, 97343-62-9, 70536-23-1, 37340-45-7, 330152-64-2, 206770-31-2, 1365618-91-2, 895163-77-6, 207868-97-1, 127689-16-1, 173299-41-7, 127831-27-0, 1151767-34-8, 250579-78-3, 12737-36-9, 191289-29-9, 107497-59-6, 12753-63-8, 203526-86-7, 145686-91-5, 12774-28-6, 98226-40-5, 9049-77-8, 402735-49-3, 11139-73-4, 39443-40-8, 402828-40-4, 89493-21-0, 52350-43-3, 39336-66-8, 1007355-41-0, 149779-02-2, 60572-11-4, 50926-93-7, 184654-53-3, 12765-74-1, 56731-06-7, 87501-59-5, 865611-44-5, 39409-25-1, 900794-70-9, 250579-70-5, 70563-35-8, 113384-41-1, 136303-13-4, 125623-17-8, 37380-93-1, 63231-67-4; 14808-60-7",COMPOUND,YES,YES,YES
SILODOSIN,SILODOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5312125,FEATURED,160970-54-7,No CAS info,COMPOUND,YES,YES,YES
SILTUXIMAB,SILTUXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Siltuximab,FEATURED,541502-14-1,No CAS info,COMPOUND,MISSING,YES,YES
SILVER,SILVER,https://pubchem.ncbi.nlm.nih.gov/compound/23954,FEATURED,"7440-22-4, 69011-54-7, 15046-91-0","87354-45-8, 87370-84-1, 12553-68-3, 745795-74-8, 1022160-64-0, 1082224-48-3, 1187830-15-4, 1293966-06-9, 1293966-27-4, 1337956-09-8, 172826-34-5, 204594-09-2, 97328-41-1, 1217296-95-1, 1609015-11-3, 1809322-72-2, 1809322-78-8, 1967020-37-6, 2011739-69-6, 2043665-14-9, 2043949-53-5, 2101985-27-5, 2101985-31-1, 2137508-80-4, 2138479-13-5, 2142602-15-9, 2174115-01-4, 858524-72-8, 930796-09-1, 2089207-95-2, 2425564-37-8, 2435628-47-8, 1452482-26-6, 2707397-87-1, 292043-18-6, 1022160-64-0, 1082224-48-3, 1187830-15-4, 1217296-95-1, 12553-68-3, 1293966-06-9, 1293966-27-4, 1337956-09-8, 1452482-26-6, 1609015-11-3, 172826-34-5, 1809322-72-2, 1809322-78-8, 1967020-37-6, 2011739-69-6, 2043665-14-9, 2043949-53-5, 204594-09-2, 2089207-95-2, 2101985-27-5, 2101985-31-1, 2137508-80-4, 2138479-13-5, 2142602-15-9, 2174115-01-4, 2425564-37-8, 2435628-47-8, 2707397-87-1, 2758440-73-0, 292043-18-6, 2989938-42-1, 745795-74-8, 858524-72-8, 87354-45-8, 87370-84-1, 930796-09-1, 97328-41-1, 1082224-48-3, 1022160-64-0, 87354-45-8, 172826-34-5, 1293966-27-4, 87370-84-1, 1187830-15-4, 1293966-06-9, 745795-74-8, 97328-41-1, 204594-09-2, 1337956-09-8",COMPOUND,YES,YES,YES
SILYBUM_MARIANUM,SILYBUM MARIANUM,https://pubchem.ncbi.nlm.nih.gov/compound/Milk%20Thistle,FEATURED,65666-07-1,No CAS info,COMPOUND,MISSING,YES,YES
SIMEPREVIR,SIMEPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/24873435,FEATURED,923604-59-5,No CAS info,COMPOUND,YES,YES,YES
SIMETICONE,SIMETICONE,https://pubchem.ncbi.nlm.nih.gov/compound/6433516,FEATURED,8050-81-5,No CAS info,COMPOUND,YES,YES,YES
SIMOCTOCOG_ALFA,SIMOCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Simoctocog%20Alfa,FEATURED,1219013-68-9,No CAS info,COMPOUND,MISSING,YES,YES
SIMVASTATIN,SIMVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/54454,FEATURED,79902-63-9,118607-03-7,COMPOUND,YES,YES,YES
SINCALIDE,SINCALIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9833444,FEATURED,25126-32-3,"9038-72-6, 25345-10-2, 89911-55-7, 91921-74-3",COMPOUND,YES,YES,YES
SINECATECHINS,SINECATECHINS,https://pubchem.ncbi.nlm.nih.gov/compound/Sinecatechins,FEATURED,188265-33-0,No CAS info,COMPOUND,MISSING,YES,YES
SIPULEUCEL-T,SIPULEUCEL-T,https://pubchem.ncbi.nlm.nih.gov/compound/Sipuleucel-T,FEATURED,917381-47-6,No CAS info,COMPOUND,MISSING,YES,YES
SIROLIMUS,SIROLIMUS,https://pubchem.ncbi.nlm.nih.gov/compound/5284616,FEATURED,53123-88-9,"1179372-35-0, 1189166-54-8, 1233221-34-5, 1353039-01-6, 1353039-01-6, 1189166-54-8, 1233221-34-5",COMPOUND,YES,YES,YES
SITAGLIPTIN,SITAGLIPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369359,FEATURED,486460-32-6,No CAS info,COMPOUND,YES,YES,YES
SKIN_LOTION,SKIN LOTION,https://pubchem.ncbi.nlm.nih.gov/compound/702,RELEVANT,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6",COMPOUND,MISSING,NO,NO
SKIN_TESTS,SKIN TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/454531,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SLIMMING_PREPARATIONS,SLIMMING PREPARATIONS,https://pubmed.ncbi.nlm.nih.gov/22171527,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SMILAX_MEDICA,SMILAX MEDICA,https://pubchem.ncbi.nlm.nih.gov/substance/482019610,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SODIUM,SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5360545,FEATURED,7440-23-5,"184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 351903-26-9, 184637-88-5, 1061193-24-5",COMPOUND,YES,YES,YES
SODIUM_AMIDOTRIZOATE,SODIUM AMIDOTRIZOATE,https://pubchem.ncbi.nlm.nih.gov/compound/23672589,FEATURED,737-31-5,24360-64-3,COMPOUND,YES,YES,YES
SODIUM_OXYBATE,SODIUM OXYBATE,https://pubchem.ncbi.nlm.nih.gov/compound/23663870,FEATURED,502-85-2,No CAS info,COMPOUND,YES,YES,YES
SOFOSBUVIR,SOFOSBUVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45375808,FEATURED,1190307-88-0,1421833-87-5,COMPOUND,YES,YES,YES
SOFT_LENS_SOLUTIONS,SOFT LENS SOLUTIONS,https://pubchem.ncbi.nlm.nih.gov/compound/3776,RELEVANT,67-63-0,8013-70-5,COMPOUND,NO,NO,NO
SOFT_SOAP,SOFT SOAP,https://pubchem.ncbi.nlm.nih.gov/compound/5564,RELEVANT,3380-34-5,"112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2, 1155174-27-8, 112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0, 1155174-27-8, 112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2",COMPOUND,NO,NO,NO
SOLIDAGO_VIRGAUREA,SOLIDAGO VIRGAUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483934056,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SOLIFENACIN,SOLIFENACIN,https://pubchem.ncbi.nlm.nih.gov/compound/154059,FEATURED,242478-37-1,No CAS info,COMPOUND,YES,YES,YES
SOMATREM,SOMATREM,https://pubchem.ncbi.nlm.nih.gov/substance/7980637,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
SOMATROPIN,SOMATROPIN,https://pubchem.ncbi.nlm.nih.gov/compound/16137828,RELEVANT,218949-48-5,"775305-79-8, 804475-66-9",COMPOUND,NO,NO,NO
SONIDEGIB,SONIDEGIB,https://pubchem.ncbi.nlm.nih.gov/compound/24775005,FEATURED,956697-53-3,1270169-93-1,COMPOUND,YES,YES,YES
SORAFENIB,SORAFENIB,https://pubchem.ncbi.nlm.nih.gov/compound/216239,FEATURED,284461-73-0,No CAS info,COMPOUND,YES,YES,YES
SORBIC_ACID,SORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/643460,FEATURED,"110-44-1, 22500-92-1","91751-55-2, 1197240-56-4, 1197240-56-4, 2747926-89-0, 91751-55-2, 22500-92-1, 91751-55-2",COMPOUND,YES,YES,YES
SORBINICATE,SORBINICATE,https://pubchem.ncbi.nlm.nih.gov/compound/3058386,FEATURED,6184-06-1,No CAS info,COMPOUND,YES,YES,YES
SORBITAN,SORBITAN,https://pubchem.ncbi.nlm.nih.gov/compound/Sorbitan,FEATURED,12441-09-7,"27838-83-1, 50975-62-7, 1417403-40-7, 1417403-40-7, 27838-83-1, 50975-62-7, 50975-62-7, 1417403-40-7",COMPOUND,MISSING,YES,YES
