CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases,
153-18-4,https://drugs.ncats.io/drug/5G06TVY3R7,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,Osteoarthritis; Open-angle glaucoma; Postmastectomy lymphoedema of the arm,Approved; Phase II; Approved,
153-18-4,https://drugs.ncats.io/drug/5G06TVY3R7,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,Osteoarthritis; Open-angle glaucoma; Postmastectomy lymphoedema of the arm,Approved; Phase II; Approved,
941678-49-5,https://drugs.ncats.io/drug/82S8X8XX8H,US Approved Rx 2011,NDA202192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192,US Approved Rx 2011,NDA202192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192,Primary myelofibrosis; Polycythemia vera,Approved; Approved,
1981-07-02,https://drugs.ncats.io/drug/FST467XS7D,US Previously Marketed 1921,Benzosulphinide U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Benzosulphinide U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Unknown,,
554-62-1,https://drugs.ncats.io/drug/GIN46U9Q2Q,Possibly Marketed Outside US ,"P1P AC Repair Ampoule by Phytos Co., Ltd.",https://www.drugbank.ca/drugs/DB14119,Possibly Marketed Outside US 2002,M020,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4bfbfac7-6738-4996-a152-95dfbd759154,Metabolic syndrome; Acne vulgaris; Hyperpigmentation; Skin Care,Phase II; Phase II; Basic research; Approved,
85897-35-4,https://drugs.ncats.io/drug/8A7F670F2Y,US Approved Rx 1998,BLA020772,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020772,US Approved Rx 1998,BLA020772,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020772,,,
149709-62-6,https://drugs.ncats.io/drug/17ERJ0MKGI,US Approved Rx 2015,NDA207620,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207620,US Approved Rx 2015,NDA207620,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207620,Chronic heart failure,Approved,
133865-89-1,https://drugs.ncats.io/drug/90ENL74SIG,US Approved Rx 2017,NDA207145,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207145,US Approved Rx 2017,NDA207145,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207145,Parkinson's disease,Approved,
18559-94-9,https://drugs.ncats.io/drug/QF8SVZ843E,US Approved Rx 2013,ANDA078171,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078171,US Approved Rx 1999,NDA020837,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020837,Asthma; Chronic obstructive pulmonary disease,Approved; Approved,
183990-46-7,https://drugs.ncats.io/drug/X88E147FCU,Possibly Marketed Outside US 2017,NDA213051,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27f15fac-7d98-4114-a2ec-92494a91da98,Possibly Marketed Outside US 2017,NDA213051,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27f15fac-7d98-4114-a2ec-92494a91da98,,,
9007-12-09,https://drugs.ncats.io/drug/DF35I47HCM,Possibly Marketed Outside US 2020,NCT04445857: Phase 4 Interventional Completed Analgesia,https://clinicaltrials.gov/ct2/show/NCT04445857,,,,,,
65-45-2,https://drugs.ncats.io/drug/EM8BM710ZC,US Previously Marketed 1943,Salicylamide by Various Mfrs.,DeHaen 1940-1975 NMEs,US Previously Marketed 1943,Salicylamide by Various Mfrs.,DeHaen 1940-1975 NMEs,Arthritis; Common cold,Approved; Approved,
87-17-2,https://drugs.ncats.io/drug/LHP8NEY345,US Previously Marketed 1946,Salicylanilide by Various Mfrs.,DeHaen 1940-1975 NMEs,US Previously Marketed 1946,Salicylanilide by Various Mfrs.,DeHaen 1940-1975 NMEs,Tinea capitis,Approved,
69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved,
69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved,
69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved,
89365-50-4,https://drugs.ncats.io/drug/2I4BC502BT,US Approved Rx 2020,ANDA203433,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203433,US Previously Marketed 1994,SEREVENT by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020236,Asthma; Exercise-induced bronchospasm; Chronic obstructive pulmonary disease,Approved; Approved; Approved,
552-94-3,https://drugs.ncats.io/drug/V9MO595C9I,US Previously Marketed ,21 CFR 310.545(a)(23)(i) internal analgesic salsalate,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,Possibly Marketed Outside US 1995,"Salsalate by Caraco Pharmaceutical Laboratories, Ltd.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90813662-c27e-4541-86a5-70b435533b69,Rheumatoid arthritis; Osteoarthritis; Type 2 diabetes mellitus,Approved; Approved; Phase III,
84775-83-7,https://drugs.ncats.io/drug/U3HSK5JC0Q,Possibly Marketed Outside US 2022,21 CFR 355,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc1c793b-b636-f13a-e053-2995a90ace61,Possibly Marketed Outside US 2007,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9096881-929d-4b70-9d60-a40528b74e44,,,
122575-21-7,https://drugs.ncats.io/drug/745X144DZY,US Previously Marketed 1997,QUADRAMET by LANTHEUS MEDICAL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020570,US Previously Marketed 1997,QUADRAMET by LANTHEUS MEDICAL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020570,Pain relief,Approved,
122575-21-7,https://drugs.ncats.io/drug/745X144DZY,US Previously Marketed 1997,QUADRAMET by LANTHEUS MEDICAL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020570,US Previously Marketed 1997,QUADRAMET by LANTHEUS MEDICAL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020570,Pain relief,Approved,
62989-33-7,https://drugs.ncats.io/drug/EGX657432I,US Approved Rx 2022,ANDA215420,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215420,US Approved Rx 2007,NDA022181,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022181,Phenylketonuria,Approved,
127779-20-8,https://drugs.ncats.io/drug/L3JE09KZ2F,US Previously Marketed 2004,INVIRASE by HOFFMANN-LA ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021785,US Previously Marketed 1995,Invirase,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20628,HIV infection,Approved,
1035654-66-0,https://drugs.ncats.io/drug/94O110CX2E,US Approved Rx 2018,NDA209521,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209521,US Approved Rx 2018,NDA209521,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209521,Inflammatory lesions of non-nodular moderate to severe acne vulgaris,Approved,
83869-56-1,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
1189541-98-7,https://drugs.ncats.io/drug/NU90V55F8I,US Approved Rx 2017,BLA761037,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761037,US Approved Rx 2017,BLA761037,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761037,,,
361442-04-8,https://drugs.ncats.io/drug/8I7IO46IVQ,US Approved Rx 2023,ANDA205972,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205972,US Previously Marketed 2009,Onglyza,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22350,Type 2 diabetes mellitus,Approved,
85-83-6,https://drugs.ncats.io/drug/I35E9QU96C,Possibly Marketed Outside US ,Canada:SCARLET RED,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 1962,RED-KOTE Veterinary Scarlet-Red Oil by H. W. Naylor Company Inc.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eed276d1-4aea-c7ed-95b7-a03f29a763c0,Lacerations; Slow healing ulcers; Abrasions; Burn,Basic research; Basic research; Basic research; Basic research,
7432-28-2,https://drugs.ncats.io/drug/G01BQC0879,,,,,,,Alzheimer’s disease; Drug-induced liver injury; Allergic asthma; Breast cancer,Preclinical; Preclinical; Preclinical; Basic research,
51-34-3,https://drugs.ncats.io/drug/DL48G20X8X,US Approved Rx 2020,ANDA212342,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212342,US Previously Marketed 1899,Hyoscine,https://en.wikipedia.org/wiki/Hyoscine,Postoperative nausea and vomiting; Depression; Motion sickness,Approved; Phase IV; Approved,
1276027-63-4,https://drugs.ncats.io/drug/K4YTU42T8G,US Approved Rx 2015,BLA125561,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125561,US Approved Rx 2015,BLA125561,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125561,,,
125-40-6,https://drugs.ncats.io/drug/P0078O25A9,US Previously Marketed 1973,SODIUM BUTABARBITAL by IVAX SUB TEVA PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083484,US Previously Marketed 1939,BUTISOL SODIUM by MYLAN SPECIALITY LP,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000793,Sleeplessness,Approved,
3366-95-8,https://drugs.ncats.io/drug/R3459K699K,US Approved Rx 2017,NDA209363,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209363,US Approved Rx 2017,NDA209363,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209363,Giardiasis; Bacterial vaginosis,Approved; Approved,
76-73-3,https://drugs.ncats.io/drug/1P7H87IN75,US Previously Marketed 1982,SECOBARBITAL SODIUM by VITARINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=086273,US Previously Marketed 1929,secobarbital,https://archive.org/details/newnonofficialre39coun,Insomnia; Preoperative sedation,Approved; Approved,
1393-25-5,https://drugs.ncats.io/drug/88C55N56UU,US Previously Marketed 1981,SECRETIN-FERRING by FERRING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018290,US Previously Marketed 1981,SECRETIN-FERRING by FERRING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018290,Exocrine pancreatic insufficiency; Gastrinoma,Approved; Approved,
1229022-83-6,https://drugs.ncats.io/drug/DLG4EML025,US Approved Rx 2023,BLA761349,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761349,US Approved Rx 2015,BLA125504,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125504,,,
14611-51-9,https://drugs.ncats.io/drug/2K1V7GP655,US Approved Rx 1997,ANDA074871,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074871,US Previously Marketed 1989,SELEGILINE HYDROCHLORIDE by SOMERSET,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019334,Bipolar depression; Cognitive disorders; Cocaine-related disorders; Parkinson's disease; Major depressive disorder,Approved; Phase II; Phase III; Approved; Approved,
7783-08-06,https://drugs.ncats.io/drug/HV0Y51NC4J,Possibly Marketed Outside US ,"Corvita by Trigen Laboratories, LLC",https://www.drugbank.ca/drugs/DB11068,Possibly Marketed Outside US 2011,"Corvita by Trigen Laboratories, LLC",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c920c091-1eef-49e1-a697-eb5bf6aae145,Liver cirrhosis; Alzheimer’s disease,Not Provided; Basic research,
7783-00-8,https://drugs.ncats.io/drug/F6A27P4Q4R,US Approved Rx 2020,NDA209376,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209376,Possibly Marketed Outside US 1964,NADA030315,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74620a2d-a633-4af7-9a29-9da71623e450,,,
7782-49-2,https://drugs.ncats.io/drug/H6241UJ22B,Possibly Marketed Outside US ,V & M Vitamin and Mineral Supplement by Garden State Nutritionals [Canada],https://www.drugbank.ca/drugs/DB11135,Possibly Marketed Outside US 1996,"Strovite Forte Caplet by Everett Laboratories, Inc.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add96910-9404-48aa-bb3c-945e321a11ab,,,
1464-42-2,https://drugs.ncats.io/drug/J9V40V4PKZ,,,,,,,Lung cancer; Colorectal cancer,Phase II; Phase II,
1187-56-0,https://drugs.ncats.io/drug/P6708E7555,US Previously Marketed 1976,SELENOMETHIONINE SE 75 by GE HEALTHCARE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017257,US Previously Marketed 1973,SETHOTOPE by BRACCO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017047,Investigate methionine metabolism,Approved,
475086-01-2,https://drugs.ncats.io/drug/5EXC0E384L,US Approved Rx 2021,NDA214275,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214275,US Approved Rx 2015,NDA207947,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207947,Pulmonary arterial hypertension,Approved,
910463-68-2,https://drugs.ncats.io/drug/53AXN4NNHX,US Approved Rx 2020,NDA213182,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213182,US Approved Rx 2017,NDA209637,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209637,Type 2 diabetes mellitus,Approved,
517-43-1,https://drugs.ncats.io/drug/9VK7V8762D,Possibly Marketed Outside US ,part334,https://www.drugbank.ca/drugs/DB11365,Possibly Marketed Outside US 1998,21 CFR 334,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3277678-c1c5-4722-afcc-994f6b6253f6,,,
8049-97-6,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
56-45-1,https://drugs.ncats.io/drug/452VLY9402,Possibly Marketed Outside US ,Clinimix by Baxter Laboratories [Canada],https://www.drugbank.ca/drugs/DB00133,Possibly Marketed Outside US 1971,NDA016822,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa89dad1-bf4f-4f7e-ad1b-2431bdf36a2d,Hereditary sensory and autonomic neuropathy type 1; Amyotrophic lateral sclerosis; Alzheimer’s disease; Burns,Phase II; Phase II; Phase II; Approved,
86168-78-7,https://drugs.ncats.io/drug/89243S03TE,US Previously Marketed 1997,GEREF by EMD SERONO INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020443,US Previously Marketed 1990,GEREF by EMD SERONO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019863,growth hormone deficiency,Approved,
50-67-9,https://drugs.ncats.io/drug/333DO1RDJY,Possibly Marketed Outside US 2021,"NCT04597190: Phase 4 Interventional Active, not recruiting PTSD",https://clinicaltrials.gov/ct2/show/NCT04597190,,,,,,
99592-32-2,https://drugs.ncats.io/drug/72W71I16EG,US Approved Rx 2003,NDA021385,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021385,US Approved Rx 2003,NDA021385,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021385,Interdigital tinea pedis,Approved,
79617-96-2,https://drugs.ncats.io/drug/QUC7NX6WMB,US Approved Rx 2014,ANDA202825,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202825,US Approved Rx 1991,NDA019839,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019839,Phobic disorders; Major depressive disorder; Post-traumatic stress disorder; Premenstrual dysphoric disorder; Panic disorder; Obsessive-compulsive disorder,Approved; Approved; Approved; Approved; Approved; Approved,
52757-95-6,https://drugs.ncats.io/drug/941N5DUU5C,US Approved Rx 2018,ANDA210464,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210464,US Previously Marketed 1998,RENAGEL by GENZYME,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020926,,,
28523-86-6,https://drugs.ncats.io/drug/38LVP0K73A,US Approved Rx 2007,ANDA078650,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078650,US Approved Rx 1995,NDA020478,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020478,Pain,Approved,
305838-77-1,https://drugs.ncats.io/drug/D2YCN1I522,Possibly Marketed Outside US 2010,21 CFR 348,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f9ef2e9e-8b09-4797-8a14-03cca5bd1059,Possibly Marketed Outside US 2010,21 CFR 348,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f9ef2e9e-8b09-4797-8a14-03cca5bd1059,,,
